date,region,state,rainfall_mm,temperature_c,humidity_pct,soil_saturation_pct,drought_prone_base,crop_stress_index
2020-06-23,Guwahati,Assam,0.12,25.14,57.18,32.52,0,22.92
2020-06-24,Guwahati,Assam,1.97,26.55,66.42,40.65,0,20.31
2020-06-25,Guwahati,Assam,6.96,30.41,73.04,26.06,0,13.61
2020-06-26,Guwahati,Assam,12.26,24.69,65.27,45.73,0,12.47
2020-06-27,Guwahati,Assam,5.23,28.89,59.16,35.6,0,19.18
2020-06-28,Guwahati,Assam,7.99,28.72,56.83,44.4,0,22.07
2020-06-29,Guwahati,Assam,2.41,28.38,68.17,33.42,0,14.27
2020-06-30,Guwahati,Assam,0.2,26.84,62.44,25.81,0,20.96
2020-07-01,Guwahati,Assam,0.0,32.09,81.62,19.88,0,21.31
2020-07-02,Guwahati,Assam,5.74,27.71,75.12,49.25,0,21.21
2020-07-03,Guwahati,Assam,55.18,28.09,71.78,71.04,0,2.48
2020-07-04,Guwahati,Assam,0.23,30.83,74.31,22.15,0,24.92
2020-07-05,Guwahati,Assam,0.97,26.35,69.97,29.45,0,21.23
2020-07-06,Guwahati,Assam,0.01,28.96,75.4,23.33,0,17.25
2020-07-07,Guwahati,Assam,0.26,28.68,71.34,25.23,0,22.55
2020-07-08,Guwahati,Assam,5.18,26.67,67.89,43.11,0,19.08
2020-07-09,Guwahati,Assam,4.44,30.26,85.23,27.26,0,16.57
2020-07-10,Guwahati,Assam,2.32,29.4,77.19,33.78,0,15.77
2020-07-11,Guwahati,Assam,0.0,30.15,86.59,44.19,0,26.41
2020-07-12,Guwahati,Assam,15.94,28.78,80.44,55.27,0,9.37
2020-07-13,Guwahati,Assam,0.69,30.42,62.36,36.22,0,24.35
2020-07-14,Guwahati,Assam,7.01,29.85,69.74,40.14,0,13.11
2020-07-15,Guwahati,Assam,6.56,27.08,68.99,28.69,0,13.61
2020-07-16,Guwahati,Assam,0.88,27.74,75.86,19.44,0,22.89
2020-07-17,Guwahati,Assam,2.69,29.88,74.34,48.91,0,28.32
2020-07-18,Guwahati,Assam,8.36,28.86,77.15,30.8,0,16.95
2020-07-19,Guwahati,Assam,2.19,27.9,74.68,49.58,0,18.9
2020-07-20,Guwahati,Assam,3.83,29.05,79.27,44.52,0,21.57
2020-07-21,Guwahati,Assam,12.02,28.08,71.16,37.84,0,9.87
2020-07-22,Guwahati,Assam,0.97,29.48,82.02,8.03,0,20.48
2020-07-23,Guwahati,Assam,6.72,26.73,71.41,37.31,0,14.21
2020-07-24,Guwahati,Assam,5.86,30.89,93.21,39.26,0,15.8
2020-07-25,Guwahati,Assam,0.0,28.45,91.89,31.0,0,30.52
2020-07-26,Guwahati,Assam,25.83,25.61,70.03,35.85,0,5.43
2020-07-27,Guwahati,Assam,5.24,24.77,67.43,28.24,0,13.99
2020-07-28,Guwahati,Assam,7.75,28.26,90.0,58.18,0,15.7
2020-07-29,Guwahati,Assam,4.32,25.65,71.46,34.04,0,12.98
2020-07-30,Guwahati,Assam,1.79,28.66,84.26,29.95,0,17.58
2020-07-31,Guwahati,Assam,26.43,28.7,72.74,46.64,0,0.0
2020-08-01,Guwahati,Assam,0.02,28.81,70.22,24.29,0,21.38
2020-08-02,Guwahati,Assam,15.72,30.57,76.19,44.01,0,6.07
2020-08-03,Guwahati,Assam,0.5,27.66,70.87,32.28,0,9.96
2020-08-04,Guwahati,Assam,24.23,28.65,79.65,49.68,0,14.2
2020-08-05,Guwahati,Assam,5.81,28.59,72.38,28.98,0,20.29
2020-08-06,Guwahati,Assam,4.83,29.21,72.41,38.82,0,11.01
2020-08-07,Guwahati,Assam,6.19,26.9,67.46,35.93,0,22.6
2020-08-08,Guwahati,Assam,6.36,26.56,60.5,34.25,0,19.09
2020-08-09,Guwahati,Assam,12.57,27.72,81.79,44.99,0,13.12
2020-08-10,Guwahati,Assam,11.02,28.56,82.63,55.01,0,13.8
2020-08-11,Guwahati,Assam,19.86,26.95,57.53,38.17,0,5.15
2020-08-12,Guwahati,Assam,2.25,26.26,82.98,36.23,0,16.66
2020-08-13,Guwahati,Assam,2.98,27.7,75.71,33.24,0,29.72
2020-08-14,Guwahati,Assam,2.56,28.63,77.08,35.26,0,18.13
2020-08-15,Guwahati,Assam,15.32,28.04,73.14,51.91,0,8.71
2020-08-16,Guwahati,Assam,3.21,23.99,67.66,16.94,0,20.96
2020-08-17,Guwahati,Assam,0.22,26.8,72.31,43.24,0,21.1
2020-08-18,Guwahati,Assam,16.26,26.14,44.32,58.35,0,6.73
2020-08-19,Guwahati,Assam,4.13,25.51,74.19,32.98,0,16.02
2020-08-20,Guwahati,Assam,8.7,25.64,72.19,35.99,0,9.86
2020-08-21,Guwahati,Assam,12.85,27.97,85.56,18.99,0,22.8
2020-08-22,Guwahati,Assam,2.2,25.33,81.01,40.1,0,21.53
2020-08-23,Guwahati,Assam,3.19,24.85,60.76,18.1,0,13.35
2020-08-24,Guwahati,Assam,0.41,27.48,65.97,33.82,0,19.79
2020-08-25,Guwahati,Assam,14.24,26.3,76.27,29.54,0,20.35
2020-08-26,Guwahati,Assam,7.14,28.02,75.26,23.43,0,17.9
2020-08-27,Guwahati,Assam,0.49,27.48,66.11,36.65,0,19.85
2020-08-28,Guwahati,Assam,0.68,23.0,71.59,29.47,0,21.22
2020-08-29,Guwahati,Assam,15.82,26.58,67.99,34.57,0,6.88
2020-08-30,Guwahati,Assam,0.56,24.39,70.62,17.8,0,22.31
2020-08-31,Guwahati,Assam,0.56,24.17,71.82,29.86,0,13.49
2020-09-01,Guwahati,Assam,0.0,22.69,68.35,22.6,0,21.88
2020-09-02,Guwahati,Assam,3.24,21.84,66.51,32.91,0,25.53
2020-09-03,Guwahati,Assam,0.47,25.1,48.84,31.28,0,19.06
2020-09-04,Guwahati,Assam,0.86,22.9,71.01,40.63,0,22.53
2020-09-05,Guwahati,Assam,0.08,27.75,58.9,48.12,0,16.72
2020-09-06,Guwahati,Assam,1.13,25.71,60.62,36.86,0,21.38
2020-09-07,Guwahati,Assam,8.45,25.43,60.07,22.58,0,10.77
2020-09-08,Guwahati,Assam,0.35,26.03,72.47,42.42,0,7.24
2020-09-09,Guwahati,Assam,0.65,24.53,55.2,30.48,0,20.39
2020-09-10,Guwahati,Assam,0.83,25.26,54.03,19.42,0,22.72
2020-09-11,Guwahati,Assam,12.14,25.69,55.41,47.08,0,12.22
2020-09-12,Guwahati,Assam,0.23,25.42,55.9,15.02,0,16.34
2020-09-13,Guwahati,Assam,0.86,25.12,52.16,21.63,0,18.97
2020-09-14,Guwahati,Assam,0.24,24.67,56.71,44.25,0,22.19
2020-09-15,Guwahati,Assam,0.0,27.04,51.82,14.81,0,27.46
2020-09-16,Guwahati,Assam,1.09,21.47,59.86,9.23,0,24.03
2020-09-17,Guwahati,Assam,14.57,25.41,70.48,36.81,0,15.89
2020-09-18,Guwahati,Assam,4.18,23.93,48.66,47.6,0,13.83
2020-09-19,Guwahati,Assam,3.25,23.13,67.47,38.32,0,15.28
2020-09-20,Guwahati,Assam,0.59,24.1,69.78,36.93,0,7.15
2020-09-21,Guwahati,Assam,13.45,24.72,40.05,40.43,0,12.43
2020-09-22,Guwahati,Assam,2.94,25.02,58.47,9.22,0,19.55
2020-09-23,Guwahati,Assam,0.09,24.23,60.55,34.57,0,28.63
2020-09-24,Guwahati,Assam,9.62,25.54,61.81,21.21,0,0.41
2020-09-25,Guwahati,Assam,2.07,25.07,63.97,28.22,0,17.18
2020-09-26,Guwahati,Assam,3.31,23.61,44.26,42.83,0,11.19
2020-09-27,Guwahati,Assam,4.48,25.51,62.91,62.48,0,17.05
2020-09-28,Guwahati,Assam,0.86,24.43,49.64,37.29,0,15.84
2020-09-29,Guwahati,Assam,3.1,25.18,62.22,47.16,0,29.81
2020-09-30,Guwahati,Assam,17.06,23.84,70.7,41.51,0,18.19
2020-10-01,Guwahati,Assam,0.49,23.59,62.03,17.37,0,20.71
2020-10-02,Guwahati,Assam,0.16,25.67,48.26,25.25,0,20.46
2020-10-03,Guwahati,Assam,10.3,21.78,45.41,53.17,0,3.17
2020-10-04,Guwahati,Assam,0.06,23.01,49.64,29.12,0,20.04
2020-10-05,Guwahati,Assam,0.06,24.18,43.25,31.87,0,17.82
2020-10-06,Guwahati,Assam,2.02,24.27,51.18,38.05,0,22.48
2020-10-07,Guwahati,Assam,0.2,20.94,62.65,40.65,0,16.2
2020-10-08,Guwahati,Assam,0.25,25.92,41.63,28.1,0,14.32
2020-10-09,Guwahati,Assam,4.36,24.3,46.17,50.56,0,23.45
2020-10-10,Guwahati,Assam,0.05,25.02,58.02,20.45,0,16.55
2020-10-11,Guwahati,Assam,1.83,22.32,43.6,38.53,0,20.16
2020-10-12,Guwahati,Assam,3.4,22.4,37.03,7.65,0,21.25
2020-10-13,Guwahati,Assam,4.24,24.32,64.69,46.86,0,27.62
2020-10-14,Guwahati,Assam,1.85,21.73,36.83,33.83,0,19.28
2020-10-15,Guwahati,Assam,0.41,24.21,41.88,32.65,0,21.19
2020-10-16,Guwahati,Assam,2.7,21.14,51.36,37.67,0,23.31
2020-10-17,Guwahati,Assam,3.17,20.8,45.92,34.75,0,24.48
2020-10-18,Guwahati,Assam,0.63,22.98,53.09,40.28,0,15.1
2020-10-19,Guwahati,Assam,0.0,20.71,52.4,42.01,0,20.77
2020-10-20,Guwahati,Assam,0.0,20.87,36.48,25.79,0,27.1
2020-10-21,Guwahati,Assam,2.39,18.99,36.13,28.06,0,11.41
2020-10-22,Guwahati,Assam,0.06,24.96,60.51,36.01,0,23.0
2020-10-23,Guwahati,Assam,0.35,21.38,39.09,43.94,0,2.96
2020-10-24,Guwahati,Assam,0.02,21.63,59.31,36.53,0,19.69
2020-10-25,Guwahati,Assam,0.42,19.34,34.12,27.63,0,17.13
2020-10-26,Guwahati,Assam,1.78,21.59,53.91,38.95,0,21.73
2020-10-27,Guwahati,Assam,2.36,22.0,44.4,39.81,0,20.1
2020-10-28,Guwahati,Assam,0.04,23.28,54.97,37.03,0,19.57
2020-10-29,Guwahati,Assam,0.0,19.65,38.37,32.3,0,24.66
2020-10-30,Guwahati,Assam,0.11,23.55,53.49,40.79,0,16.94
2020-10-31,Guwahati,Assam,0.01,24.18,50.04,43.5,0,14.67
2020-11-01,Guwahati,Assam,0.01,24.9,42.13,29.02,0,11.6
2020-11-02,Guwahati,Assam,0.68,21.12,52.33,10.78,0,20.16
2020-11-03,Guwahati,Assam,1.57,21.55,51.15,49.14,0,30.09
2020-11-04,Guwahati,Assam,0.4,22.17,52.7,35.09,0,23.13
2020-11-05,Guwahati,Assam,0.29,22.29,52.9,23.84,0,20.68
2020-11-06,Guwahati,Assam,0.03,19.71,54.83,25.92,0,9.72
2020-11-07,Guwahati,Assam,0.55,18.66,41.42,41.49,0,25.05
2020-11-08,Guwahati,Assam,2.56,19.75,40.07,40.71,0,25.92
2020-11-09,Guwahati,Assam,0.84,20.74,43.41,37.8,0,16.73
2020-11-10,Guwahati,Assam,0.01,21.18,55.19,29.15,0,14.3
2020-11-11,Guwahati,Assam,1.58,22.84,31.05,45.02,0,11.5
2020-11-12,Guwahati,Assam,1.41,20.74,43.24,44.82,0,11.34
2020-11-13,Guwahati,Assam,0.3,23.34,53.35,33.77,0,21.24
2020-11-14,Guwahati,Assam,0.08,19.75,33.84,27.09,0,24.63
2020-11-15,Guwahati,Assam,1.21,22.98,43.7,15.91,0,21.08
2020-11-16,Guwahati,Assam,0.03,19.66,39.89,21.08,0,27.84
2020-11-17,Guwahati,Assam,1.34,22.24,47.48,31.58,0,19.17
2020-11-18,Guwahati,Assam,0.17,20.16,53.72,5.0,0,18.19
2020-11-19,Guwahati,Assam,0.12,17.84,41.13,27.9,0,18.19
2020-11-20,Guwahati,Assam,2.19,20.64,47.19,29.62,0,18.38
2020-11-21,Guwahati,Assam,1.49,21.96,47.11,39.62,0,30.27
2020-11-22,Guwahati,Assam,0.03,20.89,47.09,24.06,0,22.99
2020-11-23,Guwahati,Assam,0.12,21.39,56.16,21.85,0,23.91
2020-11-24,Guwahati,Assam,0.01,21.68,35.69,35.03,0,27.79
2020-11-25,Guwahati,Assam,0.07,18.76,37.04,25.76,0,16.08
2020-11-26,Guwahati,Assam,0.1,19.79,47.1,28.96,0,31.53
2020-11-27,Guwahati,Assam,1.0,20.16,66.33,20.89,0,14.72
2020-11-28,Guwahati,Assam,0.47,21.26,65.17,41.08,0,23.66
2020-11-29,Guwahati,Assam,0.01,21.6,50.54,20.05,0,27.44
2020-11-30,Guwahati,Assam,0.03,21.17,49.95,35.71,0,21.03
2020-12-01,Guwahati,Assam,0.41,22.74,38.71,33.53,0,22.68
2020-12-02,Guwahati,Assam,0.16,20.75,40.96,31.33,0,17.97
2020-12-03,Guwahati,Assam,0.0,20.13,50.75,35.33,0,17.66
2020-12-04,Guwahati,Assam,1.71,21.06,61.23,22.68,0,20.26
2020-12-05,Guwahati,Assam,1.15,18.41,46.02,18.09,0,17.94
2020-12-06,Guwahati,Assam,0.96,21.6,46.68,55.83,0,19.07
2020-12-07,Guwahati,Assam,1.06,21.82,50.11,46.23,0,20.94
2020-12-08,Guwahati,Assam,0.09,21.55,48.0,41.82,0,23.23
2020-12-09,Guwahati,Assam,2.31,21.67,42.73,20.45,0,19.68
2020-12-10,Guwahati,Assam,1.07,21.67,35.26,18.58,0,13.83
2020-12-11,Guwahati,Assam,1.88,21.13,37.4,42.83,0,18.46
2020-12-12,Guwahati,Assam,0.09,19.99,59.12,29.4,0,16.47
2020-12-13,Guwahati,Assam,0.26,22.21,50.31,29.81,0,21.35
2020-12-14,Guwahati,Assam,0.39,19.01,54.3,14.9,0,23.28
2020-12-15,Guwahati,Assam,0.06,19.79,60.02,34.35,0,22.42
2020-12-16,Guwahati,Assam,0.05,19.43,45.29,25.11,0,20.8
2020-12-17,Guwahati,Assam,0.17,21.57,43.81,28.57,0,22.06
2020-12-18,Guwahati,Assam,0.06,18.85,49.59,21.74,0,16.76
2020-12-19,Guwahati,Assam,0.31,19.31,62.67,35.18,0,27.84
2020-12-20,Guwahati,Assam,2.37,18.81,48.91,31.17,0,24.59
2020-12-21,Guwahati,Assam,0.16,18.47,30.07,49.43,0,16.25
2020-12-22,Guwahati,Assam,0.62,18.68,48.69,34.64,0,18.97
2020-12-23,Guwahati,Assam,0.2,21.28,37.54,27.23,0,22.16
2020-12-24,Guwahati,Assam,1.69,21.0,29.68,44.93,0,21.32
2020-12-25,Guwahati,Assam,0.23,20.34,42.71,55.24,0,19.96
2020-12-26,Guwahati,Assam,0.19,21.64,56.91,35.61,0,14.31
2020-12-27,Guwahati,Assam,0.25,20.16,55.8,29.53,0,25.06
2020-12-28,Guwahati,Assam,0.58,18.69,40.49,22.52,0,22.17
2020-12-29,Guwahati,Assam,0.43,20.33,48.93,40.27,0,18.34
2020-12-30,Guwahati,Assam,3.08,19.77,46.78,29.52,0,16.58
2019-01-01,Kolkata,West Bengal,0.04,22.22,54.11,24.69,0,14.99
2019-01-02,Kolkata,West Bengal,0.29,26.59,42.59,32.1,0,11.78
2019-01-03,Kolkata,West Bengal,0.76,20.92,52.62,18.18,0,20.03
2019-01-04,Kolkata,West Bengal,0.34,24.43,55.14,48.11,0,27.66
2019-01-05,Kolkata,West Bengal,0.06,24.52,43.62,36.03,0,24.81
2019-01-06,Kolkata,West Bengal,0.2,22.4,30.47,34.73,0,21.05
2019-01-07,Kolkata,West Bengal,0.04,24.52,37.1,49.24,0,24.82
2019-01-08,Kolkata,West Bengal,2.65,23.46,35.69,29.42,0,18.73
2019-01-09,Kolkata,West Bengal,8.27,21.24,42.18,38.42,0,8.55
2019-01-10,Kolkata,West Bengal,0.55,22.91,38.54,47.69,0,9.74
2019-01-11,Kolkata,West Bengal,0.01,25.58,62.62,29.5,0,25.37
2019-01-12,Kolkata,West Bengal,0.19,22.03,52.66,29.82,0,14.55
2019-01-13,Kolkata,West Bengal,0.4,22.26,31.08,52.07,0,23.78
2019-01-14,Kolkata,West Bengal,0.42,24.24,39.46,25.3,0,19.31
2019-01-15,Kolkata,West Bengal,0.11,22.64,51.32,32.94,0,22.19
2019-01-16,Kolkata,West Bengal,1.63,23.28,39.47,31.39,0,18.88
2019-01-17,Kolkata,West Bengal,0.2,25.67,35.57,41.49,0,27.89
2019-01-18,Kolkata,West Bengal,0.21,21.37,57.27,15.15,0,20.71
2019-01-19,Kolkata,West Bengal,0.1,24.71,40.93,30.96,0,18.57
2019-01-20,Kolkata,West Bengal,0.24,24.92,60.16,37.57,0,24.35
2019-01-21,Kolkata,West Bengal,0.68,23.8,43.7,30.16,0,25.37
2019-01-22,Kolkata,West Bengal,1.47,20.84,48.38,30.54,0,20.86
2019-01-23,Kolkata,West Bengal,0.23,23.07,48.26,26.88,0,17.14
2019-01-24,Kolkata,West Bengal,0.71,22.13,37.12,13.95,0,9.78
2019-01-25,Kolkata,West Bengal,0.77,27.27,52.66,32.3,0,21.77
2019-01-26,Kolkata,West Bengal,2.17,23.2,43.71,27.13,0,16.26
2019-01-27,Kolkata,West Bengal,0.01,24.09,41.99,41.25,0,18.02
2019-01-28,Kolkata,West Bengal,0.47,26.32,53.62,18.39,0,22.0
2019-01-29,Kolkata,West Bengal,0.31,23.68,63.86,36.27,0,22.03
2019-01-30,Kolkata,West Bengal,2.02,25.78,47.67,48.71,0,28.52
2019-01-31,Kolkata,West Bengal,2.24,23.96,25.2,34.59,0,18.64
2019-02-01,Kolkata,West Bengal,0.16,23.25,38.06,43.71,0,14.15
2019-02-02,Kolkata,West Bengal,0.79,22.83,35.01,31.41,0,24.07
2019-02-03,Kolkata,West Bengal,0.13,22.97,25.53,40.34,0,27.98
2019-02-04,Kolkata,West Bengal,0.01,24.31,51.05,15.21,0,21.02
2019-02-05,Kolkata,West Bengal,0.2,25.0,43.76,27.04,0,11.03
2019-02-06,Kolkata,West Bengal,0.99,22.89,29.57,50.84,0,14.55
2019-02-07,Kolkata,West Bengal,0.23,22.21,30.69,35.7,0,21.7
2019-02-08,Kolkata,West Bengal,1.26,22.51,45.15,13.02,0,29.72
2019-02-09,Kolkata,West Bengal,0.69,26.06,40.44,44.75,0,24.06
2019-02-10,Kolkata,West Bengal,0.71,25.82,32.26,18.76,0,24.55
2019-02-11,Kolkata,West Bengal,0.06,25.88,39.47,24.85,0,21.49
2019-02-12,Kolkata,West Bengal,0.15,25.59,50.0,15.02,0,9.45
2019-02-13,Kolkata,West Bengal,0.1,23.74,38.43,43.28,0,21.03
2019-02-14,Kolkata,West Bengal,1.07,23.33,25.03,31.44,0,17.83
2019-02-15,Kolkata,West Bengal,2.45,25.27,47.25,25.62,0,9.53
2019-02-16,Kolkata,West Bengal,0.3,25.68,26.31,26.73,0,22.18
2019-02-17,Kolkata,West Bengal,0.08,24.86,49.66,46.38,0,21.7
2019-02-18,Kolkata,West Bengal,0.78,23.09,33.95,34.09,0,18.36
2019-02-19,Kolkata,West Bengal,1.02,25.98,34.81,32.91,0,19.8
2019-02-20,Kolkata,West Bengal,0.8,26.41,42.26,24.92,0,24.42
2019-02-21,Kolkata,West Bengal,0.24,22.35,36.47,30.89,0,11.46
2019-02-22,Kolkata,West Bengal,2.13,23.25,39.71,14.34,0,18.35
2019-02-23,Kolkata,West Bengal,0.0,21.79,27.02,26.82,0,13.81
2019-02-24,Kolkata,West Bengal,0.04,26.13,38.57,29.54,0,22.82
2019-02-25,Kolkata,West Bengal,0.07,24.15,25.91,31.57,0,10.37
2019-02-26,Kolkata,West Bengal,0.01,26.33,43.07,35.92,0,22.02
2019-02-27,Kolkata,West Bengal,0.93,25.04,34.0,37.5,0,17.96
2019-02-28,Kolkata,West Bengal,0.05,25.37,56.51,19.23,0,16.9
2019-03-01,Kolkata,West Bengal,2.88,24.21,47.77,21.97,0,22.7
2019-03-02,Kolkata,West Bengal,0.14,24.11,52.05,23.45,0,25.99
2019-03-03,Kolkata,West Bengal,0.89,25.2,40.41,31.18,0,24.51
2019-03-04,Kolkata,West Bengal,0.71,24.87,34.81,26.51,0,19.6
2019-03-05,Kolkata,West Bengal,0.51,26.76,40.33,20.83,0,29.72
2019-03-06,Kolkata,West Bengal,0.0,27.52,55.5,12.48,0,18.55
2019-03-07,Kolkata,West Bengal,0.63,24.77,48.71,37.7,0,23.92
2019-03-08,Kolkata,West Bengal,4.72,25.86,43.36,32.9,0,16.72
2019-03-09,Kolkata,West Bengal,0.08,27.12,48.85,38.49,0,13.15
2019-03-10,Kolkata,West Bengal,0.02,27.38,50.2,35.9,0,21.84
2019-03-11,Kolkata,West Bengal,0.01,27.01,36.82,27.76,0,17.65
2019-03-12,Kolkata,West Bengal,0.26,26.83,48.63,23.95,0,22.25
2019-03-13,Kolkata,West Bengal,0.05,25.46,52.29,50.39,0,26.78
2019-03-14,Kolkata,West Bengal,0.85,27.11,45.99,34.59,0,24.99
2019-03-15,Kolkata,West Bengal,0.02,26.29,29.6,35.85,0,25.36
2019-03-16,Kolkata,West Bengal,0.01,25.19,41.87,20.96,0,28.9
2019-03-17,Kolkata,West Bengal,2.07,25.77,48.83,24.6,0,15.99
2019-03-18,Kolkata,West Bengal,1.07,28.94,34.77,24.83,0,16.9
2019-03-19,Kolkata,West Bengal,0.03,26.98,35.07,13.12,0,25.62
2019-03-20,Kolkata,West Bengal,0.59,26.15,53.18,51.94,0,23.92
2019-03-21,Kolkata,West Bengal,0.54,25.95,56.08,25.21,0,16.17
2019-03-22,Kolkata,West Bengal,1.3,25.73,61.24,16.9,0,15.27
2019-03-23,Kolkata,West Bengal,0.22,25.62,27.78,37.11,0,20.46
2019-03-24,Kolkata,West Bengal,1.08,26.97,38.1,31.41,0,27.28
2019-03-25,Kolkata,West Bengal,0.06,25.92,40.04,36.84,0,15.26
2019-03-26,Kolkata,West Bengal,0.39,27.64,38.63,28.53,0,16.36
2019-03-27,Kolkata,West Bengal,1.0,25.88,41.29,31.72,0,16.23
2019-03-28,Kolkata,West Bengal,1.07,26.93,42.4,45.68,0,9.85
2019-03-29,Kolkata,West Bengal,0.27,27.04,33.64,49.57,0,26.99
2019-03-30,Kolkata,West Bengal,0.18,27.3,54.55,25.85,0,24.07
2019-03-31,Kolkata,West Bengal,0.07,29.73,49.41,26.58,0,15.61
2019-04-01,Kolkata,West Bengal,0.05,27.41,47.95,29.95,0,21.8
2019-04-02,Kolkata,West Bengal,0.24,26.52,32.51,28.79,0,22.78
2019-04-03,Kolkata,West Bengal,1.45,27.34,48.12,41.95,0,19.36
2019-04-04,Kolkata,West Bengal,1.79,28.69,28.35,21.04,0,12.64
2019-04-05,Kolkata,West Bengal,0.54,29.06,49.37,27.94,0,27.09
2019-04-06,Kolkata,West Bengal,2.37,28.49,42.07,23.31,0,18.34
2019-04-07,Kolkata,West Bengal,0.1,26.61,32.53,26.71,0,25.39
2019-04-08,Kolkata,West Bengal,1.52,26.53,32.53,37.46,0,12.96
2019-04-09,Kolkata,West Bengal,0.04,28.05,47.35,13.75,0,10.11
2019-04-10,Kolkata,West Bengal,2.67,27.69,47.39,18.69,0,23.55
2019-04-11,Kolkata,West Bengal,0.01,26.71,42.76,54.17,0,12.03
2019-04-12,Kolkata,West Bengal,0.05,28.16,35.65,5.0,0,20.84
2019-04-13,Kolkata,West Bengal,0.1,29.93,37.9,21.33,0,15.38
2019-04-14,Kolkata,West Bengal,0.23,29.38,53.75,5.0,0,22.04
2019-04-15,Kolkata,West Bengal,2.2,27.0,42.76,37.04,0,12.37
2019-04-16,Kolkata,West Bengal,1.82,25.73,56.6,6.58,0,21.86
2019-04-17,Kolkata,West Bengal,1.42,28.38,50.96,52.99,0,30.88
2019-04-18,Kolkata,West Bengal,1.6,29.88,34.2,35.79,0,19.18
2019-04-19,Kolkata,West Bengal,0.51,29.36,50.05,39.3,0,26.79
2019-04-20,Kolkata,West Bengal,1.02,27.6,50.03,29.48,0,27.12
2019-04-21,Kolkata,West Bengal,0.04,28.04,39.85,23.0,0,17.82
2019-04-22,Kolkata,West Bengal,0.54,28.78,47.21,18.05,0,23.39
2019-04-23,Kolkata,West Bengal,3.18,31.14,49.6,30.92,0,21.91
2019-04-24,Kolkata,West Bengal,1.48,28.38,41.16,51.66,0,17.21
2019-04-25,Kolkata,West Bengal,0.12,31.21,45.19,41.19,0,28.31
2019-04-26,Kolkata,West Bengal,0.55,29.93,33.89,27.03,0,21.01
2019-04-27,Kolkata,West Bengal,0.48,27.51,49.22,38.44,0,22.83
2019-04-28,Kolkata,West Bengal,0.61,28.92,39.06,7.39,0,17.91
2019-04-29,Kolkata,West Bengal,0.25,29.03,49.08,33.23,0,22.37
2019-04-30,Kolkata,West Bengal,0.09,27.63,48.6,26.72,0,24.85
2019-05-01,Kolkata,West Bengal,1.86,28.7,45.28,39.37,0,19.83
2019-05-02,Kolkata,West Bengal,3.55,32.48,62.09,36.25,0,31.41
2019-05-03,Kolkata,West Bengal,0.08,29.0,53.41,19.8,0,9.99
2019-05-04,Kolkata,West Bengal,0.56,25.98,51.59,35.32,0,21.82
2019-05-05,Kolkata,West Bengal,0.78,28.34,31.83,36.53,0,7.36
2019-05-06,Kolkata,West Bengal,2.03,27.12,37.09,51.94,0,15.63
2019-05-07,Kolkata,West Bengal,1.25,29.56,47.53,42.27,0,20.35
2019-05-08,Kolkata,West Bengal,0.19,30.95,41.55,30.36,0,21.89
2019-05-09,Kolkata,West Bengal,0.67,26.73,46.63,33.53,0,12.89
2019-05-10,Kolkata,West Bengal,0.09,27.15,50.88,32.52,0,22.17
2019-05-11,Kolkata,West Bengal,5.45,29.48,43.52,25.74,0,22.44
2019-05-12,Kolkata,West Bengal,2.21,30.6,50.33,38.15,0,18.94
2019-05-13,Kolkata,West Bengal,0.88,29.48,56.54,23.49,0,23.06
2019-05-14,Kolkata,West Bengal,0.16,31.4,40.85,22.04,0,33.47
2019-05-15,Kolkata,West Bengal,1.87,31.63,72.33,29.11,0,22.41
2019-05-16,Kolkata,West Bengal,0.59,28.71,42.89,26.33,0,15.76
2019-05-17,Kolkata,West Bengal,0.2,30.7,37.18,26.51,0,31.63
2019-05-18,Kolkata,West Bengal,0.88,32.22,53.55,23.23,0,35.98
2019-05-19,Kolkata,West Bengal,0.71,29.28,40.33,8.43,0,22.97
2019-05-20,Kolkata,West Bengal,1.51,32.8,47.69,24.61,0,22.15
2019-05-21,Kolkata,West Bengal,0.22,34.39,46.27,41.15,0,49.15
2019-05-22,Kolkata,West Bengal,0.46,30.97,42.05,32.25,0,24.0
2019-05-23,Kolkata,West Bengal,0.75,30.52,52.77,24.72,0,25.23
2019-05-24,Kolkata,West Bengal,3.4,31.86,48.19,5.75,0,25.48
2019-05-25,Kolkata,West Bengal,0.23,31.6,42.63,22.4,0,24.52
2019-05-26,Kolkata,West Bengal,0.48,33.25,34.78,30.03,0,25.7
2019-05-27,Kolkata,West Bengal,0.07,32.47,38.66,21.99,0,24.01
2019-05-28,Kolkata,West Bengal,1.88,30.23,52.49,20.1,0,15.78
2019-05-29,Kolkata,West Bengal,1.42,32.76,52.28,24.24,0,26.26
2019-05-30,Kolkata,West Bengal,0.06,29.43,42.53,49.63,0,13.2
2019-05-31,Kolkata,West Bengal,2.63,32.82,55.69,27.11,0,28.55
2019-06-01,Kolkata,West Bengal,17.08,31.68,74.43,45.4,0,22.36
2019-06-02,Kolkata,West Bengal,0.11,33.28,68.0,26.05,0,31.55
2019-06-03,Kolkata,West Bengal,0.16,30.65,64.5,22.31,0,22.62
2019-06-04,Kolkata,West Bengal,7.9,31.11,71.68,49.45,0,29.09
2019-06-05,Kolkata,West Bengal,0.63,31.37,65.37,18.82,0,12.76
2019-06-06,Kolkata,West Bengal,3.94,33.15,71.16,27.91,0,31.83
2019-06-07,Kolkata,West Bengal,0.09,30.92,61.86,55.04,0,27.89
