date,region,state,rainfall_mm,temperature_c,humidity_pct,water_storage_pct,pop_density_per_km2,drought_prone_base,water_stress_event
2019-07-31,Mumbai,Maharashtra,14.75,30.07,94.24,47.55,9532.914436038041,0,1
2019-08-01,Mumbai,Maharashtra,0.73,29.83,69.42,48.38,10082.274810883111,0,1
2019-08-02,Mumbai,Maharashtra,3.43,28.2,73.07,50.68,9515.545311048889,0,1
2019-08-03,Mumbai,Maharashtra,1.06,27.96,68.43,79.72,8473.307848145832,0,1
2019-08-04,Mumbai,Maharashtra,11.59,30.02,61.01,74.12,9632.072508319212,0,1
2019-08-05,Mumbai,Maharashtra,0.02,30.89,72.82,37.64,9711.38719321581,0,1
2019-08-06,Mumbai,Maharashtra,10.4,30.67,76.46,39.38,7074.895748785262,0,1
2019-08-07,Mumbai,Maharashtra,8.48,29.74,55.48,41.03,9777.418212971193,0,1
2019-08-08,Mumbai,Maharashtra,0.67,31.56,70.23,76.82,8383.275995953782,0,1
2019-08-09,Mumbai,Maharashtra,0.04,29.69,69.46,21.41,7445.953662911618,0,1
2019-08-10,Mumbai,Maharashtra,1.6,30.09,74.09,2.0,8708.737283236358,0,1
2019-08-11,Mumbai,Maharashtra,32.71,32.12,62.09,75.26,9315.529098176856,0,1
2019-08-12,Mumbai,Maharashtra,0.01,31.35,82.26,71.32,8828.426277367236,0,1
2019-08-13,Mumbai,Maharashtra,1.78,31.98,67.0,44.55,10695.16856730964,0,1
2019-08-14,Mumbai,Maharashtra,26.91,32.06,69.41,25.22,9673.064418773856,0,1
2019-08-15,Mumbai,Maharashtra,28.76,29.22,79.09,19.35,9616.444205131816,0,1
2019-08-16,Mumbai,Maharashtra,0.34,27.57,84.45,46.73,7645.85529420246,0,1
2019-08-17,Mumbai,Maharashtra,5.91,30.46,83.36,62.82,10323.516365302154,0,1
2019-08-18,Mumbai,Maharashtra,19.5,27.42,68.8,73.85,8611.956679675024,0,1
2019-08-19,Mumbai,Maharashtra,2.27,29.83,69.95,82.95,9804.270190148496,0,1
2019-08-20,Mumbai,Maharashtra,0.04,31.25,84.7,34.33,9235.571485245477,0,1
2019-08-21,Mumbai,Maharashtra,16.07,27.83,69.0,64.87,10615.106725543848,0,1
2019-08-22,Mumbai,Maharashtra,2.73,31.6,68.38,69.23,9525.012359548144,0,1
2019-08-23,Mumbai,Maharashtra,0.92,30.85,72.12,26.47,9508.615236457948,0,1
2019-08-24,Mumbai,Maharashtra,18.33,30.34,57.03,24.06,7849.963038570617,0,1
2019-08-25,Mumbai,Maharashtra,19.82,28.54,77.56,66.3,9551.786121697574,0,1
2019-08-26,Mumbai,Maharashtra,9.27,28.72,69.14,26.64,8105.862658674223,0,1
2019-08-27,Mumbai,Maharashtra,0.09,30.24,59.87,4.57,8935.000539887482,0,1
2019-08-28,Mumbai,Maharashtra,51.09,27.29,87.02,78.05,10168.472219345802,0,1
2019-08-29,Mumbai,Maharashtra,8.66,29.83,77.07,51.4,7843.336116790612,0,1
2019-08-30,Mumbai,Maharashtra,0.03,28.34,60.58,49.1,9323.538655241859,0,1
2019-08-31,Mumbai,Maharashtra,0.28,26.41,72.44,56.18,9186.66583686105,0,1
2019-09-01,Mumbai,Maharashtra,2.38,29.03,62.55,80.68,8410.291992955492,0,1
2019-09-02,Mumbai,Maharashtra,2.73,26.63,66.89,55.14,9806.685134558782,0,1
2019-09-03,Mumbai,Maharashtra,0.81,30.36,61.81,32.08,10068.183404015086,0,1
2019-09-04,Mumbai,Maharashtra,0.41,25.62,73.44,84.65,8820.371770952546,0,1
2019-09-05,Mumbai,Maharashtra,8.53,27.22,64.3,78.02,8035.843340949182,0,1
2019-09-06,Mumbai,Maharashtra,8.77,28.6,66.51,78.54,9687.857573133013,0,0
2019-09-07,Mumbai,Maharashtra,4.44,30.0,53.07,31.93,8538.709610090042,0,1
2019-09-08,Mumbai,Maharashtra,16.13,29.16,88.49,48.49,8153.775102574089,0,1
2019-09-09,Mumbai,Maharashtra,2.43,27.11,76.88,72.84,10149.81886938888,0,1
2019-09-10,Mumbai,Maharashtra,0.05,26.74,68.34,36.86,9740.826872430573,0,1
2019-09-11,Mumbai,Maharashtra,3.47,26.06,56.83,49.58,8745.20611590949,0,1
2019-09-12,Mumbai,Maharashtra,0.19,28.12,56.38,30.86,9165.327151284062,0,1
2019-09-13,Mumbai,Maharashtra,2.39,26.71,50.06,54.05,10309.705556753082,0,1
2019-09-14,Mumbai,Maharashtra,0.45,27.71,54.38,58.5,8894.184067803671,0,1
2019-09-15,Mumbai,Maharashtra,5.5,28.12,58.57,2.0,8936.87314343656,0,1
2019-09-16,Mumbai,Maharashtra,4.25,24.38,55.82,43.86,8970.472521198002,0,1
2019-09-17,Mumbai,Maharashtra,11.1,27.4,54.49,51.44,8652.704311474672,0,1
2019-09-18,Mumbai,Maharashtra,2.82,24.42,65.17,76.66,9536.319942086091,0,1
2019-09-19,Mumbai,Maharashtra,1.01,27.25,62.98,63.45,9423.769044972172,0,1
2019-09-20,Mumbai,Maharashtra,8.12,29.58,56.0,79.67,8736.253916938305,0,1
2019-09-21,Mumbai,Maharashtra,1.37,25.67,58.01,52.21,9183.17068449886,0,1
2019-09-22,Mumbai,Maharashtra,10.12,27.27,60.51,21.65,8591.71135837899,0,1
2019-09-23,Mumbai,Maharashtra,3.53,25.69,53.88,72.53,8510.308036547389,0,1
2019-09-24,Mumbai,Maharashtra,4.21,26.8,46.09,98.3,8047.622607892138,0,1
2019-09-25,Mumbai,Maharashtra,1.85,26.25,75.43,77.92,6063.059967728375,0,1
2019-09-26,Mumbai,Maharashtra,8.52,25.65,67.91,26.53,10159.767613508258,0,1
2019-09-27,Mumbai,Maharashtra,8.16,25.96,60.73,39.59,7906.455425633515,0,1
2019-09-28,Mumbai,Maharashtra,1.13,25.88,64.46,64.39,9005.778214671916,0,1
2019-09-29,Mumbai,Maharashtra,9.33,26.19,62.38,70.54,8979.1439001875,0,1
2019-09-30,Mumbai,Maharashtra,0.02,26.13,71.38,67.6,9605.996249451735,0,1
2019-10-01,Mumbai,Maharashtra,2.1,26.21,54.71,55.83,10274.646258539096,0,1
2019-10-02,Mumbai,Maharashtra,2.56,23.93,32.02,53.53,8823.803209103311,0,1
2019-10-03,Mumbai,Maharashtra,10.29,25.69,57.08,51.56,7857.7158857736395,0,0
2019-10-04,Mumbai,Maharashtra,0.08,26.34,47.9,41.28,9179.84222698643,0,1
2019-10-05,Mumbai,Maharashtra,2.6,24.35,51.05,66.49,8897.516502844248,0,1
2019-10-06,Mumbai,Maharashtra,0.61,25.87,43.22,46.75,7825.546314995726,0,1
2019-10-07,Mumbai,Maharashtra,3.94,27.0,49.73,7.07,9717.628490279532,0,1
2019-10-08,Mumbai,Maharashtra,0.3,25.06,65.61,17.75,9141.08234659263,0,1
2019-10-09,Mumbai,Maharashtra,2.13,26.0,44.48,37.42,8631.327753975876,0,1
2019-10-10,Mumbai,Maharashtra,0.01,25.95,46.55,39.64,9006.38502779305,0,1
2019-10-11,Mumbai,Maharashtra,1.96,28.02,51.57,46.26,8711.930294605578,0,1
2019-10-12,Mumbai,Maharashtra,1.34,24.72,71.92,70.19,10202.807422514818,0,1
2019-10-13,Mumbai,Maharashtra,3.82,26.62,46.73,62.95,8390.872528381175,0,1
2019-10-14,Mumbai,Maharashtra,1.84,25.82,55.2,72.95,9646.778011779614,0,0
2019-10-15,Mumbai,Maharashtra,0.7,25.96,47.71,74.17,8223.596150171552,0,1
2019-10-16,Mumbai,Maharashtra,1.81,23.88,42.46,44.31,9588.608676134403,0,1
2019-10-17,Mumbai,Maharashtra,9.56,24.91,35.7,63.27,8472.272444944194,0,1
2019-10-18,Mumbai,Maharashtra,0.5,24.88,53.93,50.46,9674.063548378706,0,1
2019-10-19,Mumbai,Maharashtra,5.06,24.0,48.18,35.59,8627.168678260652,0,1
2019-10-20,Mumbai,Maharashtra,2.12,23.61,53.81,74.86,9193.38855624936,0,1
2019-10-21,Mumbai,Maharashtra,0.36,23.3,38.02,43.71,8257.2388413864,0,1
2019-10-22,Mumbai,Maharashtra,7.8,24.52,64.9,46.55,9538.011796076626,0,1
2019-10-23,Mumbai,Maharashtra,0.01,25.5,50.35,91.77,8832.461573291275,0,0
2019-10-24,Mumbai,Maharashtra,0.88,22.36,53.48,41.56,8758.706676278047,0,0
2019-10-25,Mumbai,Maharashtra,0.09,24.38,43.36,65.6,8141.8972589456325,0,1
2019-10-26,Mumbai,Maharashtra,3.89,22.97,54.08,21.3,9624.025808690094,0,1
2019-10-27,Mumbai,Maharashtra,0.0,26.27,39.76,91.51,8990.716806647863,0,1
2019-10-28,Mumbai,Maharashtra,1.63,24.34,47.99,87.45,8736.466050912319,0,1
2019-10-29,Mumbai,Maharashtra,0.19,25.51,49.06,47.61,9416.84478401455,0,1
2019-10-30,Mumbai,Maharashtra,2.05,25.93,47.62,59.65,7612.036105026265,0,1
2019-10-31,Mumbai,Maharashtra,0.84,24.12,46.85,100.0,9363.650263308085,0,1
2019-11-01,Mumbai,Maharashtra,0.41,24.4,38.69,22.06,8263.647433889802,0,0
2019-11-02,Mumbai,Maharashtra,0.58,26.06,65.37,41.36,8873.134324658535,0,1
2019-11-03,Mumbai,Maharashtra,0.92,24.48,42.29,49.84,7118.025441177035,0,1
2019-11-04,Mumbai,Maharashtra,0.04,23.87,51.13,74.12,9605.486491349959,0,1
2019-11-05,Mumbai,Maharashtra,0.01,23.64,54.43,24.91,9515.489065577063,0,1
2019-11-06,Mumbai,Maharashtra,1.43,24.06,44.2,64.49,8973.640971782426,0,1
2019-11-07,Mumbai,Maharashtra,0.33,26.49,40.21,68.14,9752.578304112782,0,0
2019-11-08,Mumbai,Maharashtra,0.48,24.21,51.4,86.4,8847.276150090376,0,1
2019-11-09,Mumbai,Maharashtra,0.08,25.18,56.31,59.58,7753.515190806827,0,0
2019-11-10,Mumbai,Maharashtra,0.6,24.28,44.19,2.0,9170.99421764206,0,1
2019-11-11,Mumbai,Maharashtra,0.04,25.01,57.23,54.94,8295.878278784376,0,1
2019-11-12,Mumbai,Maharashtra,1.55,23.03,39.22,29.25,9859.058960058914,0,1
2019-11-13,Mumbai,Maharashtra,2.28,26.25,56.7,8.31,8582.097891527428,0,1
2019-11-14,Mumbai,Maharashtra,0.01,25.65,43.44,44.06,9244.049667153098,0,1
2019-11-15,Mumbai,Maharashtra,1.63,24.73,52.55,100.0,10139.587900285114,0,1
2019-11-16,Mumbai,Maharashtra,0.59,24.8,32.8,55.48,10030.086125377105,0,1
2019-11-17,Mumbai,Maharashtra,0.21,24.15,27.4,75.85,9558.316228682546,0,0
2019-11-18,Mumbai,Maharashtra,0.03,24.23,40.25,44.38,10266.413873145286,0,1
2019-11-19,Mumbai,Maharashtra,0.11,24.41,45.84,48.3,7485.169519846599,0,1
2019-11-20,Mumbai,Maharashtra,1.56,23.23,48.93,64.19,9046.814498336094,0,1
2019-11-21,Mumbai,Maharashtra,0.46,22.72,29.68,100.0,8245.906564917004,0,1
2019-11-22,Mumbai,Maharashtra,0.06,23.55,42.68,45.11,9872.13229141829,0,1
2019-11-23,Mumbai,Maharashtra,0.03,20.64,50.96,63.9,8765.158838944213,0,0
2019-11-24,Mumbai,Maharashtra,0.74,25.98,37.33,75.64,6225.372213248818,0,1
2019-11-25,Mumbai,Maharashtra,0.06,24.78,33.99,17.33,10017.430058508815,0,1
2019-11-26,Mumbai,Maharashtra,0.21,23.73,34.57,52.56,8809.88104834985,0,1
2019-11-27,Mumbai,Maharashtra,0.07,26.17,45.03,66.52,9397.816109737452,0,1
2019-11-28,Mumbai,Maharashtra,0.22,23.2,42.17,30.09,8990.329886632175,0,1
2019-11-29,Mumbai,Maharashtra,1.2,20.47,46.54,59.55,7518.905798648129,0,1
2019-11-30,Mumbai,Maharashtra,0.91,20.72,44.69,54.76,8753.94880312503,0,1
2019-12-01,Mumbai,Maharashtra,1.03,21.25,36.99,28.08,8887.411151251395,0,1
2019-12-02,Mumbai,Maharashtra,0.46,22.69,50.51,26.98,8413.107865386204,0,1
2019-12-03,Mumbai,Maharashtra,0.54,24.03,41.87,41.08,9672.410914406799,0,1
2019-12-04,Mumbai,Maharashtra,1.14,21.64,43.62,66.27,9447.820447224776,0,1
2019-12-05,Mumbai,Maharashtra,0.07,23.84,37.61,56.62,9463.07927283701,0,1
2019-12-06,Mumbai,Maharashtra,0.13,23.75,34.12,45.24,9742.972866641168,0,1
2019-12-07,Mumbai,Maharashtra,2.26,20.02,36.57,42.23,8800.524089234152,0,1
2019-12-08,Mumbai,Maharashtra,0.58,22.24,55.23,60.66,8437.496358420474,0,1
2019-12-09,Mumbai,Maharashtra,0.0,26.03,42.74,28.51,9225.224078093066,0,1
2019-12-10,Mumbai,Maharashtra,0.11,22.93,32.16,50.11,8651.263741057475,0,1
2019-12-11,Mumbai,Maharashtra,0.01,21.59,30.58,92.69,10791.620814956437,0,1
2019-12-12,Mumbai,Maharashtra,0.47,24.36,49.82,57.56,7615.9498934005705,0,1
2019-12-13,Mumbai,Maharashtra,4.52,23.74,45.63,51.02,7690.322322492315,0,1
2019-12-14,Mumbai,Maharashtra,0.12,21.04,35.57,47.33,10052.30810247729,0,1
2019-12-15,Mumbai,Maharashtra,0.01,24.59,50.11,67.73,11215.328772621735,0,1
2019-12-16,Mumbai,Maharashtra,0.21,23.03,41.55,50.19,9470.447837564514,0,1
2019-12-17,Mumbai,Maharashtra,1.44,24.57,53.83,52.04,8317.817988590656,0,1
2019-12-18,Mumbai,Maharashtra,0.0,22.97,35.44,55.01,9859.063361942553,0,1
2019-12-19,Mumbai,Maharashtra,1.07,23.46,49.54,44.43,9626.733064549879,0,1
2019-12-20,Mumbai,Maharashtra,0.02,22.91,44.43,72.98,7674.956445749683,0,1
2019-12-21,Mumbai,Maharashtra,0.0,20.64,30.23,63.01,9670.686279868267,0,1
2019-12-22,Mumbai,Maharashtra,1.58,23.29,50.98,63.36,8992.17146699205,0,1
2019-12-23,Mumbai,Maharashtra,3.18,22.19,41.41,61.41,9539.565291059187,0,1
2019-12-24,Mumbai,Maharashtra,1.59,21.88,30.79,56.87,10127.389415001318,0,1
2019-12-25,Mumbai,Maharashtra,2.07,20.25,37.71,31.38,8990.277849509996,0,1
2019-12-26,Mumbai,Maharashtra,0.21,21.8,46.89,63.4,8192.063340922274,0,0
2019-12-27,Mumbai,Maharashtra,0.59,21.54,44.98,62.18,7423.995724662963,0,1
2019-12-28,Mumbai,Maharashtra,0.65,23.62,44.83,57.63,8491.818180409293,0,0
2019-12-29,Mumbai,Maharashtra,0.67,22.93,29.7,59.15,8547.104642149328,0,1
2019-12-30,Mumbai,Maharashtra,0.09,27.62,39.23,20.61,9265.10655944503,0,1
2019-12-31,Mumbai,Maharashtra,2.0,23.97,62.18,37.6,8356.524003027409,0,1
2020-01-01,Mumbai,Maharashtra,0.53,26.44,47.83,71.0,7525.098309091273,0,1
2020-01-02,Mumbai,Maharashtra,0.14,24.11,54.36,70.89,7969.94944431146,0,1
2020-01-03,Mumbai,Maharashtra,1.43,21.59,43.98,71.64,9175.50006045092,0,1
2020-01-04,Mumbai,Maharashtra,2.16,22.22,42.93,40.89,9918.06607478688,0,1
2020-01-05,Mumbai,Maharashtra,0.79,23.45,52.77,72.89,8186.28722409623,0,1
2020-01-06,Mumbai,Maharashtra,0.08,20.54,51.12,55.79,8690.712051219263,0,1
2020-01-07,Mumbai,Maharashtra,0.06,22.5,38.31,45.62,9376.912338053839,0,1
2020-01-08,Mumbai,Maharashtra,0.11,23.04,53.06,72.72,7919.302620669239,0,1
2020-01-09,Mumbai,Maharashtra,0.0,22.63,66.07,65.55,9783.708837166741,0,1
2020-01-10,Mumbai,Maharashtra,0.25,21.89,35.34,90.31,8278.114209243655,0,1
2020-01-11,Mumbai,Maharashtra,0.21,23.04,43.19,62.26,9274.972867389695,0,1
2020-01-12,Mumbai,Maharashtra,0.39,20.53,48.18,36.15,8954.349179320063,0,1
2020-01-13,Mumbai,Maharashtra,0.12,23.35,34.42,56.59,9731.967618528188,0,1
2020-01-14,Mumbai,Maharashtra,0.55,22.11,46.06,45.75,8817.881616229066,0,1
2020-01-15,Mumbai,Maharashtra,0.99,25.11,25.72,68.44,8347.949827249568,0,1
2020-01-16,Mumbai,Maharashtra,3.47,24.91,49.1,71.04,8325.405077431273,0,0
2020-01-17,Mumbai,Maharashtra,0.92,23.34,33.07,63.83,8452.562380610545,0,1
2020-01-18,Mumbai,Maharashtra,0.09,22.8,40.24,90.67,8335.152776830995,0,1
2020-01-19,Mumbai,Maharashtra,1.58,25.05,41.76,80.94,9143.920115385763,0,1
2020-01-20,Mumbai,Maharashtra,1.27,23.06,41.38,49.77,9157.685270764025,0,1
2020-01-21,Mumbai,Maharashtra,5.64,21.85,38.05,27.88,8462.389487463015,0,1
2020-01-22,Mumbai,Maharashtra,0.73,22.8,41.06,41.92,8766.438097966113,0,1
2020-01-23,Mumbai,Maharashtra,0.02,22.36,54.52,54.29,8686.5307927663,0,1
2020-01-24,Mumbai,Maharashtra,0.1,25.29,35.02,51.61,9748.015591723859,0,1
2020-01-25,Mumbai,Maharashtra,1.18,24.96,45.62,53.35,7762.045361927727,0,1
2020-01-26,Mumbai,Maharashtra,0.45,26.13,33.28,45.26,10593.510848133283,0,1
2020-01-27,Mumbai,Maharashtra,0.44,21.04,30.73,9.56,8917.48656445812,0,1
2020-01-28,Mumbai,Maharashtra,2.94,25.36,57.48,57.91,7902.204778911192,0,0
2020-01-29,Mumbai,Maharashtra,0.12,23.68,57.24,27.59,8450.674531646193,0,1
2020-01-30,Mumbai,Maharashtra,0.56,24.32,36.69,43.82,10759.041820765304,0,1
2020-01-31,Mumbai,Maharashtra,0.89,22.94,31.38,73.21,8822.32027410183,0,1
2020-02-01,Mumbai,Maharashtra,0.47,24.8,38.94,70.89,7586.6408357753835,0,0
2020-02-02,Mumbai,Maharashtra,1.43,21.88,39.75,75.59,9271.507246928748,0,1
2020-02-03,Mumbai,Maharashtra,0.85,25.18,52.55,48.47,6895.888648966824,0,1
2020-02-04,Mumbai,Maharashtra,0.63,23.18,34.12,39.68,9102.678673116892,0,1
2020-02-05,Mumbai,Maharashtra,3.44,25.75,43.01,41.58,8274.365537151341,0,1
2020-02-06,Mumbai,Maharashtra,1.69,23.54,47.96,39.17,9689.167689692933,0,1
2020-02-07,Mumbai,Maharashtra,1.19,25.36,50.65,50.33,8783.088080593085,0,1
2020-02-08,Mumbai,Maharashtra,0.76,24.71,51.29,75.81,9419.098232050519,0,1
2020-02-09,Mumbai,Maharashtra,0.39,25.43,45.32,65.42,10038.949109679983,0,1
2020-02-10,Mumbai,Maharashtra,0.06,25.89,45.21,35.63,10555.618849924442,0,1
2020-02-11,Mumbai,Maharashtra,0.13,26.57,39.71,51.29,9528.755931215306,0,1
2020-02-12,Mumbai,Maharashtra,1.45,24.29,59.89,42.19,8749.91186355936,0,1
2020-02-13,Mumbai,Maharashtra,0.8,24.88,51.74,64.89,9449.280593224714,0,1
2020-02-14,Mumbai,Maharashtra,0.81,21.62,43.56,58.04,10214.507353423816,0,1
2020-02-15,Mumbai,Maharashtra,0.0,25.4,48.36,34.98,10008.798896755019,0,1
2020-02-16,Mumbai,Maharashtra,0.37,21.59,44.08,46.94,8384.609122062946,0,1
2020-02-17,Mumbai,Maharashtra,3.09,24.66,47.13,69.61,8062.931545826633,0,1
2020-02-18,Mumbai,Maharashtra,1.89,25.71,45.2,73.38,8501.896337893953,0,1
2020-02-19,Mumbai,Maharashtra,0.25,24.09,51.08,43.81,8845.780818709682,0,1
2020-02-20,Mumbai,Maharashtra,0.21,26.01,51.46,25.37,8590.407109324779,0,0
2020-02-21,Mumbai,Maharashtra,0.6,24.83,43.9,85.69,10184.713381084193,0,1
2020-02-22,Mumbai,Maharashtra,0.9,23.6,40.39,80.75,9518.82672584779,0,1
2020-02-23,Mumbai,Maharashtra,0.88,25.64,41.77,32.36,9199.45705306438,0,1
2020-02-24,Mumbai,Maharashtra,0.14,26.55,50.79,49.94,7438.720497844798,0,1
2020-02-25,Mumbai,Maharashtra,0.47,26.07,48.43,60.81,8477.472902131336,0,1
2020-02-26,Mumbai,Maharashtra,0.13,27.82,50.73,64.53,7687.981459730011,0,1
2020-02-27,Mumbai,Maharashtra,0.43,25.46,37.06,83.15,9223.366755682942,0,1
2020-02-28,Mumbai,Maharashtra,4.01,25.74,45.3,56.28,7491.228117785783,0,1
2020-02-29,Mumbai,Maharashtra,0.78,26.81,54.18,61.04,9216.349940254138,0,1
2020-03-01,Mumbai,Maharashtra,5.16,21.96,39.06,91.79,9993.621497203512,0,1
2020-03-02,Mumbai,Maharashtra,0.2,23.78,49.39,63.78,9866.826875857547,0,1
2020-03-03,Mumbai,Maharashtra,0.5,28.74,43.8,25.89,8584.13920885323,0,1
2020-03-04,Mumbai,Maharashtra,3.85,27.7,38.85,74.88,9477.977362324807,0,1
2020-03-05,Mumbai,Maharashtra,1.36,28.65,38.65,77.59,8516.666759999458,0,1
2020-03-06,Mumbai,Maharashtra,5.08,26.78,43.22,61.86,9527.817125127423,0,1
2020-03-07,Mumbai,Maharashtra,2.63,26.71,36.33,63.32,8131.274533141617,0,1
2020-03-08,Mumbai,Maharashtra,0.25,26.37,42.77,2.0,8881.396359340568,0,1
2020-03-09,Mumbai,Maharashtra,0.75,24.69,44.95,50.49,8835.786350809221,0,1
2020-03-10,Mumbai,Maharashtra,3.07,25.72,44.04,67.98,8695.88293672058,0,1
2020-03-11,Mumbai,Maharashtra,0.25,24.42,57.03,35.9,9068.442405799236,0,0
2020-03-12,Mumbai,Maharashtra,1.02,27.19,39.86,61.97,9577.915466566064,0,1
2020-03-13,Mumbai,Maharashtra,0.48,26.38,45.06,64.86,8814.57868384565,0,0
2020-03-14,Mumbai,Maharashtra,0.41,28.64,30.71,91.81,8704.50835633842,0,1
2020-03-15,Mumbai,Maharashtra,2.64,23.99,44.33,47.37,8164.479788258745,0,1
2020-03-16,Mumbai,Maharashtra,1.26,26.67,39.31,29.71,8767.14341169132,0,1
2020-03-17,Mumbai,Maharashtra,0.12,26.93,45.67,97.41,8051.318828883237,0,1
2020-03-18,Mumbai,Maharashtra,0.23,28.36,40.56,69.12,9468.378674370353,0,1
2020-03-19,Mumbai,Maharashtra,0.1,25.57,54.47,36.51,8615.912109904319,0,1
2020-03-20,Mumbai,Maharashtra,0.14,26.15,50.07,50.31,10337.360899028265,0,1
2020-03-21,Mumbai,Maharashtra,0.03,25.28,31.89,75.83,11157.405043078628,0,1
2020-03-22,Mumbai,Maharashtra,0.31,25.1,49.32,62.03,9184.679656158547,0,1
2020-03-23,Mumbai,Maharashtra,2.9,28.9,60.15,68.37,7316.860845112421,0,1
2020-03-24,Mumbai,Maharashtra,1.58,26.86,50.46,86.62,9388.584907065257,0,1
2020-03-25,Mumbai,Maharashtra,0.45,29.59,49.46,44.24,7460.809059310479,0,1
2020-03-26,Mumbai,Maharashtra,0.01,26.75,42.92,76.88,8461.637845153922,0,1
2020-03-27,Mumbai,Maharashtra,3.0,26.23,42.12,69.17,8257.98055606853,0,1
2020-03-28,Mumbai,Maharashtra,2.59,26.9,46.72,30.82,8885.859753912342,0,1
2020-03-29,Mumbai,Maharashtra,0.36,28.97,49.62,90.51,9568.676265951628,0,1
2020-03-30,Mumbai,Maharashtra,0.32,27.65,45.07,25.67,9075.852766146147,0,1
2020-03-31,Mumbai,Maharashtra,0.08,30.64,28.19,26.7,9897.18441320369,0,1
2020-04-01,Mumbai,Maharashtra,0.71,24.82,45.84,77.66,8423.014155533236,0,0
2020-04-02,Mumbai,Maharashtra,0.04,27.87,46.04,27.72,10463.70213199411,0,1
2020-04-03,Mumbai,Maharashtra,0.04,27.51,37.19,7.89,9927.148957636855,0,1
2020-04-04,Mumbai,Maharashtra,2.63,29.49,54.86,67.43,8878.256949090375,0,0
2020-04-05,Mumbai,Maharashtra,1.21,26.5,59.96,35.38,9578.31736494551,0,1
2020-04-06,Mumbai,Maharashtra,0.2,28.76,49.56,50.33,9605.856304940722,0,1
2020-04-07,Mumbai,Maharashtra,3.51,28.54,50.62,45.88,8241.800440562365,0,1
2020-04-08,Mumbai,Maharashtra,0.31,29.67,38.39,55.6,8842.406650743915,0,0
2020-04-09,Mumbai,Maharashtra,1.03,26.96,60.65,44.29,10269.63306286979,0,1
2020-04-10,Mumbai,Maharashtra,2.76,29.2,51.51,55.35,7882.772234777488,0,1
2020-04-11,Mumbai,Maharashtra,1.19,26.81,47.75,52.03,8995.910978885893,0,1
2020-04-12,Mumbai,Maharashtra,0.0,28.87,34.03,80.96,10597.21680742871,0,1
2020-04-13,Mumbai,Maharashtra,0.0,26.34,48.69,61.07,8222.568102737703,0,0
2020-04-14,Mumbai,Maharashtra,1.45,27.14,62.08,48.78,10388.233680159734,0,1
2020-04-15,Mumbai,Maharashtra,0.01,32.28,46.71,69.94,8618.648879371567,0,1
2020-04-16,Mumbai,Maharashtra,1.48,30.86,40.07,46.79,8664.170154348381,0,1
2020-04-17,Mumbai,Maharashtra,0.09,27.96,47.09,85.25,9823.187145666541,0,1
2020-04-18,Mumbai,Maharashtra,3.6,28.86,49.93,70.74,10134.785254575154,0,1
2020-04-19,Mumbai,Maharashtra,0.02,29.67,33.93,63.68,8723.314538175091,0,1
2020-04-20,Mumbai,Maharashtra,0.34,29.54,38.46,21.84,7617.08353887922,0,1
2020-04-21,Mumbai,Maharashtra,0.51,28.49,58.57,63.16,8669.049041271961,0,1
2020-04-22,Mumbai,Maharashtra,0.1,31.62,41.0,26.89,8582.595637660384,0,1
2020-04-23,Mumbai,Maharashtra,0.03,28.37,48.43,46.49,10990.082316830601,0,1
2020-04-24,Mumbai,Maharashtra,0.05,33.99,37.93,28.04,9231.548323581788,0,1
2020-04-25,Mumbai,Maharashtra,0.07,30.89,40.71,40.03,9048.47487058425,0,1
2020-04-26,Mumbai,Maharashtra,2.97,28.98,42.72,49.52,8915.500344700342,0,1
2020-04-27,Mumbai,Maharashtra,1.44,28.2,48.7,79.07,8603.160513711393,0,1
2020-04-28,Mumbai,Maharashtra,0.67,29.56,41.87,56.21,9275.94045880724,0,1
2020-04-29,Mumbai,Maharashtra,0.03,29.92,50.35,24.32,10580.106537209085,0,1
2020-04-30,Mumbai,Maharashtra,0.06,28.43,42.66,98.35,9281.135958228067,0,1
2020-05-01,Mumbai,Maharashtra,0.01,30.28,36.14,48.95,8672.252066699033,0,1
2020-05-02,Mumbai,Maharashtra,1.16,28.14,33.67,56.25,8734.544824434564,0,1
2020-05-03,Mumbai,Maharashtra,0.36,29.1,57.47,62.92,7396.974899796441,0,1
2020-05-04,Mumbai,Maharashtra,0.0,31.57,44.2,52.33,9745.008253823833,0,1
2020-05-05,Mumbai,Maharashtra,2.64,26.36,54.54,43.73,8891.05712160392,0,1
2020-05-06,Mumbai,Maharashtra,4.62,31.02,50.9,52.42,8119.15706752238,0,1
2020-05-07,Mumbai,Maharashtra,1.45,31.42,52.6,23.55,7921.5227324251155,0,1
2020-05-08,Mumbai,Maharashtra,1.28,30.26,46.3,70.97,10217.205339383116,0,1
2020-05-09,Mumbai,Maharashtra,4.28,30.67,45.29,64.12,9451.07210061731,0,1
2020-05-10,Mumbai,Maharashtra,1.06,28.01,47.21,100.0,7379.331233917622,0,1
2020-05-11,Mumbai,Maharashtra,0.24,32.72,49.87,56.64,8407.539548436505,0,1
2020-05-12,Mumbai,Maharashtra,2.5,31.44,48.56,78.97,8812.26090176997,0,1
2020-05-13,Mumbai,Maharashtra,0.0,30.3,51.22,65.74,8809.70616424971,0,1
2020-05-14,Mumbai,Maharashtra,0.41,28.77,56.89,44.79,7904.270832424105,0,1
2020-05-15,Mumbai,Maharashtra,2.1,30.38,36.44,44.98,7928.67047738616,0,1
