date,region,state,rainfall_mm,temperature_c,humidity_pct,soil_saturation_pct,drainage_index,elevation_m,pop_density_per_km2,flood_prone_base,flood_event
2020-01-30,Lucknow,Uttar Pradesh,0.0,24.87,55.57,21.68,63.74,5.0,3431.0570094574614,1,1
2020-01-31,Lucknow,Uttar Pradesh,0.13,22.59,38.08,37.01,54.32,5.0,3174.7558735941752,1,0
2020-02-01,Lucknow,Uttar Pradesh,0.3,23.52,20.04,29.9,46.87,5.0,3458.463883597686,1,1
2020-02-02,Lucknow,Uttar Pradesh,0.3,24.88,39.52,45.12,78.44,677.6,3287.8063650296085,1,0
2020-02-03,Lucknow,Uttar Pradesh,0.18,24.85,42.92,27.71,84.87,151.8,3359.3183826543614,1,1
2020-02-04,Lucknow,Uttar Pradesh,0.03,24.33,44.89,8.1,43.97,166.4,3155.4929840591503,1,0
2020-02-05,Lucknow,Uttar Pradesh,0.24,25.68,25.78,5.0,86.03,5.0,2974.7339159367,1,0
2020-02-06,Lucknow,Uttar Pradesh,0.02,26.15,48.77,17.19,31.38,399.9,3246.9138861267015,1,1
2020-02-07,Lucknow,Uttar Pradesh,0.18,23.24,48.05,18.34,79.47,5.0,3257.341873902988,1,1
2020-02-08,Lucknow,Uttar Pradesh,0.14,22.89,38.87,35.47,54.6,257.0,3316.7997089041746,1,1
2020-02-09,Lucknow,Uttar Pradesh,0.26,24.94,53.21,28.83,60.91,409.1,2836.3667942739285,1,0
2020-02-10,Lucknow,Uttar Pradesh,0.55,24.79,43.62,38.0,57.83,258.8,3667.1269760688465,1,1
2020-02-11,Lucknow,Uttar Pradesh,1.17,25.31,41.45,36.59,69.72,227.0,3038.085288920679,1,1
2020-02-12,Lucknow,Uttar Pradesh,0.24,24.93,35.08,34.15,63.25,530.7,3701.189155099707,1,0
2020-02-13,Lucknow,Uttar Pradesh,0.0,22.54,60.77,17.74,66.58,250.6,3333.1886977166355,1,0
2020-02-14,Lucknow,Uttar Pradesh,0.01,23.93,56.86,28.82,71.02,5.0,3748.4132698905964,1,1
2020-02-15,Lucknow,Uttar Pradesh,0.13,23.51,37.36,36.86,56.31,504.5,3490.3661218387188,1,0
2020-02-16,Lucknow,Uttar Pradesh,0.07,22.6,45.92,5.0,51.28,521.2,2935.766827273977,1,0
2020-02-17,Lucknow,Uttar Pradesh,0.1,23.76,49.13,20.33,81.4,327.1,3877.0286700903666,1,1
2020-02-18,Lucknow,Uttar Pradesh,0.44,23.4,34.11,27.53,67.12,5.0,3631.064434952668,1,1
2020-02-19,Lucknow,Uttar Pradesh,0.2,24.54,46.53,37.62,100.0,300.7,2832.8353826753664,1,0
2020-02-20,Lucknow,Uttar Pradesh,0.82,25.54,39.84,34.72,49.02,386.6,3359.227328107912,1,1
2020-02-21,Lucknow,Uttar Pradesh,0.43,22.72,47.43,34.47,68.9,536.7,3438.6980306289856,1,1
2020-02-22,Lucknow,Uttar Pradesh,0.02,23.54,34.78,20.93,66.25,237.1,3732.168195201085,1,1
2020-02-23,Lucknow,Uttar Pradesh,0.0,26.21,40.9,33.97,62.4,1223.4,3827.8858199783626,1,0
2020-02-24,Lucknow,Uttar Pradesh,0.0,24.45,49.36,29.04,67.55,23.2,2841.275154338559,1,1
2020-02-25,Lucknow,Uttar Pradesh,0.21,28.1,39.22,42.63,77.17,176.2,3452.8580609250434,1,1
2020-02-26,Lucknow,Uttar Pradesh,0.14,23.02,43.11,24.07,54.57,762.1,2937.4099734439083,1,0
2020-02-27,Lucknow,Uttar Pradesh,0.35,24.3,37.55,31.88,39.75,376.5,3985.452041493509,1,0
2020-02-28,Lucknow,Uttar Pradesh,0.53,24.81,41.37,30.94,57.15,678.5,3204.632699100349,1,0
2020-02-29,Lucknow,Uttar Pradesh,0.09,23.49,32.62,26.96,77.07,530.5,3512.8406997591305,1,0
2020-03-01,Lucknow,Uttar Pradesh,0.41,27.53,34.39,21.47,50.06,359.9,3419.966879881696,1,1
2020-03-02,Lucknow,Uttar Pradesh,0.36,28.3,50.96,18.02,53.72,5.0,2729.3656429795046,1,1
2020-03-03,Lucknow,Uttar Pradesh,1.4,23.5,57.02,15.46,42.09,728.7,3438.5716389243667,1,1
2020-03-04,Lucknow,Uttar Pradesh,0.27,24.68,37.87,16.2,60.6,70.9,3730.8824672702426,1,0
2020-03-05,Lucknow,Uttar Pradesh,0.0,27.9,46.82,24.61,43.54,210.2,3293.4633089152057,1,0
2020-03-06,Lucknow,Uttar Pradesh,0.61,24.85,33.53,32.59,61.26,674.2,3227.6884649296735,1,1
2020-03-07,Lucknow,Uttar Pradesh,0.23,25.65,36.3,28.66,55.64,335.6,3813.182800906379,1,0
2020-03-08,Lucknow,Uttar Pradesh,1.34,24.83,28.6,41.18,57.13,184.5,3917.523258450029,1,1
2020-03-09,Lucknow,Uttar Pradesh,0.37,25.74,44.8,28.24,77.87,604.4,3202.971437146778,1,0
2020-03-10,Lucknow,Uttar Pradesh,0.08,27.76,55.75,36.56,41.54,89.1,3181.2627979661834,1,0
2020-03-11,Lucknow,Uttar Pradesh,0.17,26.48,53.5,29.23,54.46,5.0,3317.4675885192146,1,1
2020-03-12,Lucknow,Uttar Pradesh,0.0,24.95,48.95,28.75,82.42,5.0,3303.792015100696,1,1
2020-03-13,Lucknow,Uttar Pradesh,0.0,27.37,51.74,39.79,55.87,773.7,2446.6704637216785,1,0
2020-03-14,Lucknow,Uttar Pradesh,1.25,26.4,38.02,45.63,40.12,5.0,3641.501509622877,1,0
2020-03-15,Lucknow,Uttar Pradesh,0.09,25.11,43.4,18.98,71.38,707.9,3607.362294908951,1,0
2020-03-16,Lucknow,Uttar Pradesh,0.24,28.99,40.57,30.11,72.28,341.6,2852.940148978615,1,1
2020-03-17,Lucknow,Uttar Pradesh,0.27,25.55,35.0,24.01,86.87,5.0,3305.5094261840536,1,0
2020-03-18,Lucknow,Uttar Pradesh,0.34,25.03,43.95,31.57,76.25,544.0,3596.347755332556,1,0
2020-03-19,Lucknow,Uttar Pradesh,0.03,27.81,45.48,45.58,66.57,516.7,3518.3678747852036,1,0
2020-03-20,Lucknow,Uttar Pradesh,0.04,28.67,48.42,17.57,67.58,491.3,3344.6268082438783,1,0
2020-03-21,Lucknow,Uttar Pradesh,0.28,28.07,45.0,8.12,60.46,122.5,3638.940078667256,1,0
2020-03-22,Lucknow,Uttar Pradesh,0.56,27.17,51.36,19.97,57.28,5.0,3533.8065007398054,1,1
2020-03-23,Lucknow,Uttar Pradesh,0.23,27.34,52.08,27.28,66.14,369.4,3252.19710838579,1,1
2020-03-24,Lucknow,Uttar Pradesh,0.25,28.72,33.95,40.2,75.5,373.8,3312.0046543577464,1,0
2020-03-25,Lucknow,Uttar Pradesh,0.0,23.5,41.66,20.69,68.86,394.0,3370.718882513774,1,0
2020-03-26,Lucknow,Uttar Pradesh,0.36,28.19,39.48,22.72,74.42,496.3,4052.7717596364087,1,0
2020-03-27,Lucknow,Uttar Pradesh,1.02,25.77,50.4,31.92,51.57,27.7,3785.8949807753033,1,1
2020-03-28,Lucknow,Uttar Pradesh,0.58,27.82,42.1,32.63,37.58,419.6,4169.977007124587,1,0
2020-03-29,Lucknow,Uttar Pradesh,0.02,26.32,57.33,44.51,76.98,268.1,3370.157613152564,1,1
2020-03-30,Lucknow,Uttar Pradesh,0.03,27.35,35.16,40.64,61.44,508.7,3232.6299822624746,1,0
2020-03-31,Lucknow,Uttar Pradesh,0.47,27.01,54.66,40.72,49.04,1133.9,3951.928148458374,1,0
2020-04-01,Lucknow,Uttar Pradesh,0.13,28.66,33.22,47.57,48.28,145.3,3301.470565206247,1,0
2020-04-02,Lucknow,Uttar Pradesh,2.44,28.44,46.17,30.57,75.24,779.9,4068.2450056774965,1,1
2020-04-03,Lucknow,Uttar Pradesh,0.31,27.98,44.31,38.86,62.18,357.0,3140.04902190406,1,0
2020-04-04,Lucknow,Uttar Pradesh,4.59,28.04,57.14,32.07,70.5,240.8,2953.1777133548103,1,1
2020-04-05,Lucknow,Uttar Pradesh,0.32,26.19,28.97,13.55,86.78,261.3,3289.258471902902,1,1
2020-04-06,Lucknow,Uttar Pradesh,0.03,27.22,61.42,50.71,65.74,140.1,3034.8835491233463,1,1
2020-04-07,Lucknow,Uttar Pradesh,0.06,25.82,40.58,35.78,35.02,5.0,3841.3259212365388,1,1
2020-04-08,Lucknow,Uttar Pradesh,0.81,32.94,46.51,5.0,95.59,5.0,3098.7965681529295,1,1
2020-04-09,Lucknow,Uttar Pradesh,0.28,26.89,53.64,24.7,67.3,499.2,3111.1195723177216,1,1
2020-04-10,Lucknow,Uttar Pradesh,0.26,28.71,51.74,32.26,70.53,5.0,3477.2896574577653,1,1
2020-04-11,Lucknow,Uttar Pradesh,0.06,26.32,44.37,43.4,64.56,219.9,3689.990623607014,1,0
2020-04-12,Lucknow,Uttar Pradesh,0.21,27.06,42.62,21.06,56.27,314.4,3390.2682782245524,1,0
2020-04-13,Lucknow,Uttar Pradesh,0.32,29.14,34.9,37.93,80.52,461.7,3592.6642464145084,1,0
2020-04-14,Lucknow,Uttar Pradesh,0.08,32.44,27.81,31.52,70.85,301.6,3135.9535966585386,1,0
2020-04-15,Lucknow,Uttar Pradesh,0.05,24.98,52.49,28.9,68.28,503.9,3989.549625255323,1,1
2020-04-16,Lucknow,Uttar Pradesh,0.24,24.14,41.7,31.93,55.14,334.5,3949.6629602509297,1,0
2020-04-17,Lucknow,Uttar Pradesh,1.95,30.93,53.0,29.86,67.08,811.8,3119.382842405378,1,0
2020-04-18,Lucknow,Uttar Pradesh,0.79,29.79,39.13,21.22,40.33,5.0,2742.7907328805104,1,0
2020-04-19,Lucknow,Uttar Pradesh,0.39,28.15,58.83,14.37,75.21,750.3,3619.8409069636496,1,0
2020-04-20,Lucknow,Uttar Pradesh,2.53,26.86,54.56,58.12,54.89,256.8,2985.840691143774,1,1
2020-04-21,Lucknow,Uttar Pradesh,0.47,28.37,45.38,30.64,58.26,20.3,3614.9810242350213,1,1
2020-04-22,Lucknow,Uttar Pradesh,0.01,28.51,48.4,31.77,59.16,348.1,3542.1744796935204,1,0
2020-04-23,Lucknow,Uttar Pradesh,0.87,25.9,45.52,18.03,51.51,5.0,3270.6861222389307,1,1
2020-04-24,Lucknow,Uttar Pradesh,0.37,28.86,54.93,60.88,67.61,522.4,3726.7781861835047,1,1
2020-04-25,Lucknow,Uttar Pradesh,0.27,25.58,40.25,43.88,63.83,132.8,3623.5913453328767,1,0
2020-04-26,Lucknow,Uttar Pradesh,0.07,30.05,62.06,29.26,85.41,128.6,3291.7531308520824,1,1
2020-04-27,Lucknow,Uttar Pradesh,0.13,31.1,56.09,19.68,54.96,887.9,3784.876482974756,1,1
2020-04-28,Lucknow,Uttar Pradesh,0.06,27.85,52.66,37.42,78.35,5.0,3507.064379106924,1,0
2020-04-29,Lucknow,Uttar Pradesh,0.3,28.92,51.89,35.69,48.6,5.0,3417.4841248552048,1,1
2020-04-30,Lucknow,Uttar Pradesh,0.52,29.34,36.72,45.65,32.7,225.7,3452.59051994059,1,0
2020-05-01,Lucknow,Uttar Pradesh,0.4,29.44,46.61,34.17,35.25,765.0,2435.4174645920207,1,0
2020-05-02,Lucknow,Uttar Pradesh,0.33,27.43,58.11,39.56,65.13,273.1,2947.7280747053787,1,0
2020-05-03,Lucknow,Uttar Pradesh,0.07,30.74,39.85,31.91,43.16,297.1,3195.4971971403024,1,0
2020-05-04,Lucknow,Uttar Pradesh,7.4,28.04,51.06,21.1,55.17,5.0,3909.7470002994137,1,1
2020-05-05,Lucknow,Uttar Pradesh,0.34,30.56,61.18,32.79,75.31,84.5,3502.5644832103976,1,1
2020-05-06,Lucknow,Uttar Pradesh,1.58,27.13,41.13,26.41,45.45,318.9,3520.5127437497845,1,0
2020-05-07,Lucknow,Uttar Pradesh,0.33,29.7,47.05,30.93,71.16,314.2,4116.994323243848,1,0
2020-05-08,Lucknow,Uttar Pradesh,2.78,26.7,53.76,45.15,66.78,433.8,3501.6647969850746,1,0
2020-05-09,Lucknow,Uttar Pradesh,0.48,30.66,52.94,28.43,51.78,302.2,3472.1657602293008,1,0
2020-05-10,Lucknow,Uttar Pradesh,0.31,30.72,46.93,35.12,60.95,712.7,3642.658291962671,1,0
2020-05-11,Lucknow,Uttar Pradesh,1.49,29.5,49.56,32.24,30.51,277.9,3680.173553281526,1,1
2020-05-12,Lucknow,Uttar Pradesh,0.01,29.41,29.19,45.95,57.03,5.0,4115.002938031593,1,1
2020-05-13,Lucknow,Uttar Pradesh,0.81,32.78,54.93,27.77,34.5,441.7,3730.970605367902,1,1
2020-05-14,Lucknow,Uttar Pradesh,0.3,31.04,34.42,31.53,59.73,336.4,3553.2002349965337,1,0
2020-05-15,Lucknow,Uttar Pradesh,0.2,27.35,49.21,35.43,54.87,499.2,3470.029346561434,1,0
2020-05-16,Lucknow,Uttar Pradesh,0.13,31.15,59.43,28.2,73.01,674.3,3611.1078605924395,1,0
2020-05-17,Lucknow,Uttar Pradesh,0.06,28.56,50.78,27.47,66.37,616.4,3930.5625526824647,1,0
2020-05-18,Lucknow,Uttar Pradesh,0.22,31.36,53.09,27.55,46.25,5.0,3393.085770624596,1,1
2020-05-19,Lucknow,Uttar Pradesh,0.52,30.79,66.32,22.72,30.73,5.0,3504.5105283326934,1,1
2020-05-20,Lucknow,Uttar Pradesh,0.78,29.17,34.54,27.32,60.16,510.3,4195.483158996248,1,1
2020-05-21,Lucknow,Uttar Pradesh,0.0,29.94,42.69,34.1,55.86,749.0,3381.0639523950576,1,0
2020-05-22,Lucknow,Uttar Pradesh,1.88,28.85,54.09,30.56,58.16,418.7,2811.989532468136,1,0
2020-05-23,Lucknow,Uttar Pradesh,0.26,29.95,52.72,28.76,75.25,358.5,2608.4484410243263,1,1
2020-05-24,Lucknow,Uttar Pradesh,0.69,30.61,47.41,31.76,79.81,254.2,4058.776295114571,1,1
2020-05-25,Lucknow,Uttar Pradesh,1.18,28.85,43.78,14.61,57.53,234.6,3747.738629980086,1,0
2020-05-26,Lucknow,Uttar Pradesh,0.87,31.09,45.65,31.89,50.46,5.0,2975.3895827710357,1,0
2020-05-27,Lucknow,Uttar Pradesh,1.41,30.25,42.43,36.81,56.66,211.7,3285.9906214525067,1,1
2020-05-28,Lucknow,Uttar Pradesh,0.56,29.99,43.79,34.95,33.45,5.0,3348.0498964475983,1,1
2020-05-29,Lucknow,Uttar Pradesh,1.87,31.35,53.38,24.02,52.31,149.9,3515.917516112241,1,0
2020-05-30,Lucknow,Uttar Pradesh,0.09,29.83,60.11,28.29,100.0,169.2,3622.9260823794975,1,1
2020-05-31,Lucknow,Uttar Pradesh,0.02,30.55,45.21,27.16,25.09,507.7,3901.232484510198,1,0
2020-06-01,Lucknow,Uttar Pradesh,5.42,32.15,74.69,42.75,31.93,5.0,3255.551505530707,1,1
2020-06-02,Lucknow,Uttar Pradesh,0.16,30.68,55.55,40.36,52.13,427.0,4172.299132194315,1,1
2020-06-03,Lucknow,Uttar Pradesh,5.97,32.8,62.93,29.43,42.97,329.9,3484.9446806560472,1,0
2020-06-04,Lucknow,Uttar Pradesh,0.51,30.58,63.38,16.14,48.18,409.8,2820.1090305335833,1,1
2020-06-05,Lucknow,Uttar Pradesh,0.36,30.6,46.33,34.49,74.8,517.2,3227.0219594774435,1,0
2020-06-06,Lucknow,Uttar Pradesh,1.13,29.12,67.73,35.26,83.11,609.2,3619.2351960425804,1,0
2020-06-07,Lucknow,Uttar Pradesh,4.84,29.46,77.33,19.63,54.28,479.4,3242.750080719733,1,1
2020-06-08,Lucknow,Uttar Pradesh,0.03,32.06,75.83,45.24,64.88,121.7,3600.574324841365,1,1
2020-06-09,Lucknow,Uttar Pradesh,7.68,32.8,62.03,50.51,61.5,261.4,3676.7713305551933,1,1
2020-06-10,Lucknow,Uttar Pradesh,4.05,31.47,77.23,33.96,48.29,46.7,2842.0795299089505,1,0
2020-06-11,Lucknow,Uttar Pradesh,0.09,29.52,70.55,37.39,51.98,701.1,3241.9621446448796,1,0
2020-06-12,Lucknow,Uttar Pradesh,0.34,30.98,76.55,5.0,54.93,534.3,3520.7573578650063,1,1
2020-06-13,Lucknow,Uttar Pradesh,1.96,29.26,70.13,34.12,42.81,110.3,3574.8449684115785,1,1
2020-06-14,Lucknow,Uttar Pradesh,4.46,31.3,65.07,41.19,58.08,460.5,3010.9614164611203,1,0
2020-06-15,Lucknow,Uttar Pradesh,0.15,30.07,69.1,33.22,29.27,947.0,3169.3438304314623,1,0
2020-06-16,Lucknow,Uttar Pradesh,5.88,29.17,57.6,42.6,52.53,5.0,3445.629330453449,1,1
2020-06-17,Lucknow,Uttar Pradesh,0.36,31.01,60.15,21.69,49.55,667.6,3516.139602663329,1,1
2020-06-18,Lucknow,Uttar Pradesh,0.22,26.95,70.18,24.53,43.83,366.5,3390.4445705089665,1,0
2020-06-19,Lucknow,Uttar Pradesh,0.2,30.86,56.03,32.39,62.76,5.0,2973.720014510477,1,1
2020-06-20,Lucknow,Uttar Pradesh,0.47,30.13,55.63,35.96,81.03,5.0,3913.9354315346295,1,0
2020-06-21,Lucknow,Uttar Pradesh,14.33,27.8,68.78,51.8,92.35,165.6,2746.5663667511308,1,0
2020-06-22,Lucknow,Uttar Pradesh,5.79,31.1,73.5,26.81,56.73,196.3,3892.5778528851342,1,0
2020-06-23,Lucknow,Uttar Pradesh,9.1,31.32,61.31,50.9,53.22,378.9,3831.3902882240236,1,0
2020-06-24,Lucknow,Uttar Pradesh,0.16,30.3,71.5,23.82,55.39,237.4,3238.7232993088737,1,0
2020-06-25,Lucknow,Uttar Pradesh,1.17,31.09,63.71,29.14,40.09,400.1,3836.418167054544,1,0
2020-06-26,Lucknow,Uttar Pradesh,0.15,30.0,65.23,29.93,47.32,5.0,3403.086317086346,1,0
2020-06-27,Lucknow,Uttar Pradesh,1.02,30.1,64.89,46.48,57.5,5.0,4132.797129794334,1,1
2020-06-28,Lucknow,Uttar Pradesh,2.78,31.52,69.7,29.83,73.01,521.9,3290.479436633744,1,0
2020-06-29,Lucknow,Uttar Pradesh,0.22,31.95,66.43,34.1,68.63,5.0,3310.6934627475052,1,1
2020-06-30,Lucknow,Uttar Pradesh,3.12,30.14,70.51,39.67,75.01,190.7,3461.1305260759473,1,0
2020-07-01,Lucknow,Uttar Pradesh,0.39,29.75,73.87,30.62,56.02,75.8,3223.266397894243,1,1
2020-07-02,Lucknow,Uttar Pradesh,2.09,30.0,89.3,30.59,49.54,455.9,3718.3810556141552,1,0
2020-07-03,Lucknow,Uttar Pradesh,2.35,29.64,69.02,42.2,56.66,343.4,3425.76218340032,1,0
2020-07-04,Lucknow,Uttar Pradesh,0.02,30.6,74.49,19.15,50.95,158.2,2891.3170319669102,1,0
2020-07-05,Lucknow,Uttar Pradesh,0.03,29.5,68.67,23.16,40.14,148.2,3821.4626531370473,1,1
2020-07-06,Lucknow,Uttar Pradesh,0.04,30.53,68.71,47.44,55.22,5.0,2943.5514168532222,1,1
2020-07-07,Lucknow,Uttar Pradesh,0.0,31.13,83.63,26.75,54.06,477.4,3522.564016029604,1,0
2020-07-08,Lucknow,Uttar Pradesh,0.39,29.87,76.81,43.62,41.86,205.2,3839.9720078781365,1,1
2020-07-09,Lucknow,Uttar Pradesh,12.04,30.99,79.84,53.41,76.97,5.0,3309.714486669755,1,1
2020-07-10,Lucknow,Uttar Pradesh,0.62,28.03,73.61,21.78,36.19,604.2,4167.466701177328,1,1
2020-07-11,Lucknow,Uttar Pradesh,5.05,27.11,73.28,56.9,66.42,199.8,3810.5175712545715,1,1
2020-07-12,Lucknow,Uttar Pradesh,7.97,30.89,63.31,26.56,50.75,238.8,4218.411892673916,1,0
2020-07-13,Lucknow,Uttar Pradesh,0.81,29.38,70.91,36.44,53.24,5.0,3921.222750233042,1,1
2020-07-14,Lucknow,Uttar Pradesh,1.41,28.83,69.3,41.84,48.77,853.8,3618.878184294834,1,1
2020-07-15,Lucknow,Uttar Pradesh,0.57,29.51,67.81,26.21,58.46,22.5,3582.4009081733097,1,1
2020-07-16,Lucknow,Uttar Pradesh,4.46,30.24,80.82,15.05,72.88,5.0,3484.90585718679,1,1
2020-07-17,Lucknow,Uttar Pradesh,6.6,28.96,68.36,29.34,77.74,144.2,3727.3445922798937,1,0
2020-07-18,Lucknow,Uttar Pradesh,0.55,31.58,60.09,38.49,70.29,747.8,3883.732524981157,1,1
2020-07-19,Lucknow,Uttar Pradesh,0.75,28.45,65.0,39.29,60.05,5.0,2542.5333995459227,1,1
2020-07-20,Lucknow,Uttar Pradesh,15.55,31.8,72.53,43.23,64.56,492.6,3780.4351163498577,1,0
2020-07-21,Lucknow,Uttar Pradesh,3.14,28.98,72.78,17.14,85.15,5.0,3688.0555961385,1,1
2020-07-22,Lucknow,Uttar Pradesh,16.25,29.39,84.1,37.57,38.53,845.0,3661.644159357468,1,0
2020-07-23,Lucknow,Uttar Pradesh,10.26,30.8,77.14,37.22,56.83,511.2,3417.146597325863,1,0
2020-07-24,Lucknow,Uttar Pradesh,10.51,29.7,67.17,41.42,60.5,5.0,3523.0123281084693,1,1
2020-07-25,Lucknow,Uttar Pradesh,2.61,28.85,57.76,41.36,77.92,5.0,3640.5191660432256,1,1
2020-07-26,Lucknow,Uttar Pradesh,15.94,28.72,83.39,33.58,91.84,597.6,4073.4496538305248,1,0
2020-07-27,Lucknow,Uttar Pradesh,0.02,30.75,83.4,22.43,72.52,120.2,3452.2546253847177,1,1
2020-07-28,Lucknow,Uttar Pradesh,2.05,29.13,77.24,35.73,82.04,119.3,4076.0308711694333,1,1
2020-07-29,Lucknow,Uttar Pradesh,0.21,30.2,73.25,27.49,98.61,5.0,3928.9362423278035,1,1
2020-07-30,Lucknow,Uttar Pradesh,3.84,30.57,62.0,44.48,51.58,819.7,4048.0027376493135,1,0
2020-07-31,Lucknow,Uttar Pradesh,0.54,29.28,73.49,45.63,62.69,409.8,3665.2380490371884,1,1
2020-08-01,Lucknow,Uttar Pradesh,0.04,32.18,71.37,40.33,41.07,455.2,3593.064289251796,1,0
2020-08-02,Lucknow,Uttar Pradesh,2.52,30.19,60.83,33.5,48.11,229.4,4108.24235239518,1,0
2020-08-03,Lucknow,Uttar Pradesh,19.35,31.53,75.6,59.06,53.78,95.8,3749.8810475642645,1,1
2020-08-04,Lucknow,Uttar Pradesh,0.0,28.38,73.01,21.51,70.03,608.5,4518.885620468429,1,1
2020-08-05,Lucknow,Uttar Pradesh,2.35,29.61,70.77,33.07,62.5,212.9,3157.1977071462047,1,0
2020-08-06,Lucknow,Uttar Pradesh,17.82,31.96,69.86,39.39,42.76,566.8,3489.20127663588,1,0
2020-08-07,Lucknow,Uttar Pradesh,2.23,30.41,81.08,34.55,58.7,240.3,3518.666452816717,1,0
2020-08-08,Lucknow,Uttar Pradesh,0.0,24.99,81.77,29.97,46.87,883.1,3427.8954617066784,1,0
2020-08-09,Lucknow,Uttar Pradesh,1.09,29.66,68.13,37.83,74.1,69.0,3832.5199322062467,1,0
2020-08-10,Lucknow,Uttar Pradesh,0.91,29.15,80.7,24.2,57.2,5.0,3483.636680182954,1,1
2020-08-11,Lucknow,Uttar Pradesh,11.04,28.67,79.58,55.41,74.7,5.0,3554.3264938008388,1,0
2020-08-12,Lucknow,Uttar Pradesh,0.18,28.95,68.01,27.54,38.83,301.0,3686.5439354292184,1,0
2020-08-13,Lucknow,Uttar Pradesh,3.18,28.62,73.28,27.99,56.18,5.0,3485.411270240235,1,1
2020-08-14,Lucknow,Uttar Pradesh,20.04,30.43,72.65,45.83,59.96,396.2,3655.7919196745233,1,1
2020-08-15,Lucknow,Uttar Pradesh,3.83,26.5,76.8,38.62,76.49,763.6,3285.0984656023306,1,1
2020-08-16,Lucknow,Uttar Pradesh,0.93,31.2,53.75,35.61,60.35,5.0,3066.7847540118273,1,1
2020-08-17,Lucknow,Uttar Pradesh,0.0,28.94,91.84,32.59,61.69,376.3,2945.6095156089755,1,0
2020-08-18,Lucknow,Uttar Pradesh,1.06,28.24,75.1,48.71,56.64,5.0,3143.6605830005224,1,1
2020-08-19,Lucknow,Uttar Pradesh,9.27,29.2,76.66,46.2,57.57,205.8,3547.879280349951,1,0
2020-08-20,Lucknow,Uttar Pradesh,1.87,29.85,68.77,21.65,32.25,672.2,3690.921546417254,1,0
2020-08-21,Lucknow,Uttar Pradesh,0.02,28.43,72.44,20.24,33.52,923.7,3346.8580122421467,1,1
2020-08-22,Lucknow,Uttar Pradesh,0.4,28.62,66.09,27.29,64.67,134.0,4243.432130950538,1,0
2020-08-23,Lucknow,Uttar Pradesh,0.03,27.1,71.77,10.42,76.49,5.0,3529.3350144850124,1,0
2020-08-24,Lucknow,Uttar Pradesh,3.7,27.27,72.04,17.05,52.08,619.1,3344.682400974151,1,0
2020-08-25,Lucknow,Uttar Pradesh,18.13,26.02,71.43,40.4,53.3,207.7,3136.4743112233928,1,1
2020-08-26,Lucknow,Uttar Pradesh,4.32,30.37,80.81,35.36,41.74,518.6,4125.573727036028,1,1
2020-08-27,Lucknow,Uttar Pradesh,0.09,27.23,74.96,10.84,68.32,615.3,3375.7753620239455,1,0
2020-08-28,Lucknow,Uttar Pradesh,2.06,24.99,72.16,21.27,81.7,5.0,3444.1652957021092,1,0
2020-08-29,Lucknow,Uttar Pradesh,0.46,29.99,83.0,31.3,49.93,269.5,3310.149604954154,1,0
2020-08-30,Lucknow,Uttar Pradesh,0.11,28.2,80.41,45.32,72.85,5.0,3635.4426151507773,1,0
2020-08-31,Lucknow,Uttar Pradesh,12.82,27.75,69.08,50.34,65.66,334.4,4234.935838796855,1,0
2020-09-01,Lucknow,Uttar Pradesh,3.78,28.15,59.95,20.14,64.48,5.0,2942.381501764949,1,0
2020-09-02,Lucknow,Uttar Pradesh,0.36,26.05,64.47,31.98,62.2,61.9,3270.291423616425,1,1
2020-09-03,Lucknow,Uttar Pradesh,1.01,27.27,66.96,24.59,33.13,5.0,3528.910523498834,1,1
2020-09-04,Lucknow,Uttar Pradesh,0.84,30.26,44.4,29.4,60.45,243.9,3788.706278791795,1,1
2020-09-05,Lucknow,Uttar Pradesh,0.01,31.27,60.95,30.88,78.93,132.0,3392.704523812972,1,1
2020-09-06,Lucknow,Uttar Pradesh,5.64,26.43,78.44,40.54,50.87,5.0,3984.4254614552833,1,0
2020-09-07,Lucknow,Uttar Pradesh,0.02,28.21,65.02,40.89,65.53,454.0,3837.4865909779614,1,1
2020-09-08,Lucknow,Uttar Pradesh,1.57,27.03,63.59,32.37,79.71,313.6,3086.308092322658,1,1
2020-09-09,Lucknow,Uttar Pradesh,0.14,26.15,66.21,22.44,62.38,374.4,3638.4722754783434,1,0
2020-09-10,Lucknow,Uttar Pradesh,0.64,27.29,63.03,31.42,60.36,234.0,3658.528115208996,1,1
2020-09-11,Lucknow,Uttar Pradesh,0.7,28.16,64.26,21.72,64.73,185.9,4222.256109570973,1,1
2020-09-12,Lucknow,Uttar Pradesh,1.7,26.11,56.59,17.39,61.4,289.1,3998.33374769103,1,1
2020-09-13,Lucknow,Uttar Pradesh,0.0,29.24,51.81,35.48,70.18,238.5,3541.643600810387,1,1
2020-09-14,Lucknow,Uttar Pradesh,8.17,24.37,83.37,44.32,79.49,1017.8,3467.541761624349,1,1
2020-09-15,Lucknow,Uttar Pradesh,3.09,26.43,58.26,43.47,71.47,540.8,3527.143196304507,1,0
2020-09-16,Lucknow,Uttar Pradesh,0.02,27.01,60.08,41.37,56.86,405.6,3334.9848194916267,1,1
2020-09-17,Lucknow,Uttar Pradesh,0.04,26.05,49.01,37.25,68.56,27.2,3671.015143926906,1,1
2020-09-18,Lucknow,Uttar Pradesh,0.36,28.43,58.56,34.44,58.01,32.2,3196.2862305765693,1,0
