region,state,month,avg_temp_c,avg_humidity,pop_density_per_km2,energy_demand_mwh,carbon_emissions_tco2
Hyderabad,Telangana,2020-08,29.055806451612902,71.89516129032258,8968.647656366204,45.47,34.1
Hyderabad,Telangana,2020-09,26.982000000000003,57.13333333333333,9162.063731744187,35.66,26.74
Hyderabad,Telangana,2020-10,24.73032258064516,48.30258064516129,9103.302427189888,20.74,15.56
Hyderabad,Telangana,2020-11,22.947333333333333,46.93266666666667,9027.838524006102,18.62,13.96
Hyderabad,Telangana,2020-12,22.721999999999998,43.266,9087.271570194025,20.73,15.55
Indore,Madhya Pradesh,2019-01,22.01516129032258,43.991290322580646,805.2136032445567,1.0,0.75
Indore,Madhya Pradesh,2019-02,23.306428571428572,41.098571428571425,803.4066669763366,1.0,0.75
Indore,Madhya Pradesh,2019-03,24.700000000000003,42.836129032258064,797.9003095207087,1.0,0.75
Indore,Madhya Pradesh,2019-04,27.700333333333333,44.79,791.9629681849328,18.67,14.01
Indore,Madhya Pradesh,2019-05,28.42064516129032,49.18387096774194,810.6473518401071,20.96,15.72
Indore,Madhya Pradesh,2019-06,29.238,64.99633333333333,801.1565128092885,29.13,21.85
Indore,Madhya Pradesh,2019-07,29.094193548387096,74.36096774193548,793.9869438426082,26.45,19.84
Indore,Madhya Pradesh,2019-08,27.830322580645163,75.15032258064515,805.2201254197922,16.39,12.29
Indore,Madhya Pradesh,2019-09,25.929,62.24,807.8363408885579,8.39,6.29
Indore,Madhya Pradesh,2019-10,24.18322580645161,47.756129032258066,791.8449677903274,1.55,1.16
Indore,Madhya Pradesh,2019-11,22.17866666666667,43.36633333333334,793.9842521822445,1.07,0.8
Indore,Madhya Pradesh,2019-12,21.59,45.69806451612904,783.2346943225214,1.25,0.93
Indore,Madhya Pradesh,2020-01,21.824193548387097,45.37,807.5011681073302,1.96,1.47
Indore,Madhya Pradesh,2020-02,23.4248275862069,42.94655172413793,796.0168220287992,1.8,1.35
Indore,Madhya Pradesh,2020-03,25.019354838709678,43.70451612903226,818.0575874085831,4.44,3.33
Indore,Madhya Pradesh,2020-04,27.236,44.244,795.7426708550071,16.18,12.14
Indore,Madhya Pradesh,2020-05,28.90806451612903,48.52129032258065,787.5105118892826,25.25,18.94
Indore,Madhya Pradesh,2020-06,29.201,59.40133333333333,804.5482836832401,27.44,20.58
Indore,Madhya Pradesh,2020-07,29.541935483870965,77.63774193548387,785.9177822194305,29.38,22.04
Indore,Madhya Pradesh,2020-08,27.831290322580646,71.17806451612903,793.841145674749,17.65,13.24
Indore,Madhya Pradesh,2020-09,25.791,62.67166666666667,801.7644637889291,6.38,4.78
Indore,Madhya Pradesh,2020-10,24.023548387096774,48.738064516129036,787.4653941142391,1.38,1.03
Indore,Madhya Pradesh,2020-11,22.376666666666665,44.323,799.5903469828755,1.0,0.75
Indore,Madhya Pradesh,2020-12,21.514333333333333,46.682,802.0762848990664,3.87,2.9
Jaipur,Rajasthan,2019-01,22.648387096774194,47.45935483870968,796.0120610347653,2.34,1.76
Jaipur,Rajasthan,2019-02,23.66357142857143,44.00535714285714,782.0690042358355,1.0,0.75
Jaipur,Rajasthan,2019-03,25.656129032258065,41.634838709677425,788.4095895847151,8.53,6.4
Jaipur,Rajasthan,2019-04,27.68166666666667,47.41166666666666,782.9608841263263,17.42,13.06
Jaipur,Rajasthan,2019-05,29.401290322580646,50.20870967741936,794.9375422735336,29.35,22.01
Jaipur,Rajasthan,2019-06,30.40666666666667,62.04266666666667,775.3489211633066,33.96,25.47
Jaipur,Rajasthan,2019-07,29.565483870967743,78.45387096774193,792.8040752111158,29.78,22.34
Jaipur,Rajasthan,2019-08,27.765483870967742,75.11935483870967,811.3548282197434,18.96,14.22
Jaipur,Rajasthan,2019-09,26.862666666666666,61.95633333333333,779.9742337733278,10.83,8.12
Jaipur,Rajasthan,2019-10,24.47451612903226,48.71645161290323,777.8967285450086,4.04,3.03
Jaipur,Rajasthan,2019-11,22.68566666666667,44.87,836.0188095100351,1.0,0.75
Jaipur,Rajasthan,2019-12,21.977741935483873,43.95193548387097,806.117531430236,1.0,0.75
Jaipur,Rajasthan,2020-01,22.33483870967742,41.607419354838704,806.9239813694444,1.04,0.78
Jaipur,Rajasthan,2020-02,24.2,43.28137931034483,838.315811414605,2.51,1.88
Jaipur,Rajasthan,2020-03,25.34774193548387,46.950322580645164,803.0270480305302,2.85,2.14
Jaipur,Rajasthan,2020-04,27.568666666666665,45.11033333333333,805.1562033466781,20.54,15.4
Jaipur,Rajasthan,2020-05,28.96193548387097,48.04870967741935,766.3941449050071,27.23,20.42
Jaipur,Rajasthan,2020-06,29.689,64.22766666666666,816.8668886724639,29.01,21.76
Jaipur,Rajasthan,2020-07,29.498709677419356,77.0058064516129,798.412740787507,29.16,21.87
Jaipur,Rajasthan,2020-08,28.10709677419355,73.04870967741935,802.5155367621559,23.52,17.64
Jaipur,Rajasthan,2020-09,26.192666666666664,62.29533333333333,786.2674737066995,8.93,6.7
Jaipur,Rajasthan,2020-10,24.786774193548386,48.880967741935486,779.9843597470291,3.3,2.47
Jaipur,Rajasthan,2020-11,22.850666666666665,48.89566666666666,792.8032271222297,4.56,3.42
Jaipur,Rajasthan,2020-12,21.743999999999996,44.869,792.4970496903233,3.61,2.71
Jodhpur,Rajasthan,2019-01,23.502903225806453,45.38709677419355,147.04868730404814,1.0,0.75
Jodhpur,Rajasthan,2019-02,24.636071428571427,43.353928571428575,147.74484314166315,3.13,2.35
Jodhpur,Rajasthan,2019-03,26.274838709677418,41.73193548387097,146.1401974478708,10.79,8.09
Jodhpur,Rajasthan,2019-04,28.357666666666667,47.03866666666667,155.81086625241616,20.98,15.74
Jodhpur,Rajasthan,2019-05,30.206451612903226,49.262903225806454,148.69516080220262,34.11,25.58
Jodhpur,Rajasthan,2019-06,31.014666666666667,65.76766666666667,149.8375132149201,36.38,27.28
Jodhpur,Rajasthan,2019-07,30.97225806451613,74.7216129032258,154.24074427154414,41.89,31.42
Jodhpur,Rajasthan,2019-08,29.180967741935483,72.27677419354839,151.3263108381541,24.87,18.66
Jodhpur,Rajasthan,2019-09,27.476,59.42933333333334,151.69658943985007,13.44,10.08
Jodhpur,Rajasthan,2019-10,25.529354838709676,51.16161290322581,154.55198521719728,5.58,4.18
Jodhpur,Rajasthan,2019-11,23.187666666666665,43.16233333333333,150.12096187252553,1.0,0.75
Jodhpur,Rajasthan,2019-12,23.03290322580645,42.07032258064516,149.9209625024572,1.0,0.75
Jodhpur,Rajasthan,2020-01,23.303870967741933,45.0258064516129,151.32748602384015,1.0,0.75
Jodhpur,Rajasthan,2020-02,24.432413793103446,45.362758620689654,152.87759944203282,2.75,2.07
Jodhpur,Rajasthan,2020-03,26.38032258064516,41.06193548387097,152.36851051848822,12.9,9.68
Jodhpur,Rajasthan,2020-04,28.207,47.01266666666666,144.1164158861402,20.63,15.47
Jodhpur,Rajasthan,2020-05,30.405806451612904,48.802258064516124,149.45999055446967,35.68,26.76
Jodhpur,Rajasthan,2020-06,31.257333333333335,62.652,148.9925567546951,38.17,28.62
Jodhpur,Rajasthan,2020-07,30.299354838709675,76.78064516129032,149.01289861789638,34.31,25.73
Jodhpur,Rajasthan,2020-08,29.504516129032258,71.76677419354839,147.75679530961656,27.55,20.67
Jodhpur,Rajasthan,2020-09,27.281,64.06533333333333,150.26075467206434,19.2,14.4
Jodhpur,Rajasthan,2020-10,24.999354838709678,47.82258064516129,147.48069003250458,5.88,4.41
Jodhpur,Rajasthan,2020-11,23.533666666666665,45.02166666666667,152.30339663241932,1.0,0.75
Jodhpur,Rajasthan,2020-12,22.977666666666668,45.80133333333333,155.11603997928881,1.0,0.75
Kochi,Kerala,2019-01,24.120967741935484,46.43096774193549,3496.721581872859,3.22,2.41
Kochi,Kerala,2019-02,25.131428571428568,42.08,3560.2554817357072,12.54,9.4
Kochi,Kerala,2019-03,26.938709677419357,41.23483870967742,3482.1999004069935,23.0,17.25
Kochi,Kerala,2019-04,29.052666666666667,43.98166666666667,3499.741140109428,32.21,24.16
Kochi,Kerala,2019-05,30.40806451612903,48.8558064516129,3489.580449121632,42.18,31.64
Kochi,Kerala,2019-06,31.52333333333333,62.522666666666666,3438.331077520353,47.0,35.25
Kochi,Kerala,2019-07,30.719032258064516,75.25,3432.9343588683296,43.75,32.81
Kochi,Kerala,2019-08,29.832580645161293,73.7558064516129,3478.1100890054204,35.92,26.94
Kochi,Kerala,2019-09,28.032666666666668,60.784666666666666,3511.71832370519,27.21,20.4
Kochi,Kerala,2019-10,25.84741935483871,49.06354838709677,3574.409440946859,11.75,8.81
Kochi,Kerala,2019-11,24.273666666666667,45.777,3524.240361463438,6.88,5.16
Kochi,Kerala,2019-12,23.431935483870966,44.63387096774194,3620.791863010428,5.8,4.35
Kochi,Kerala,2020-01,23.732580645161292,45.37516129032259,3585.465669424326,8.59,6.45
Kochi,Kerala,2020-02,25.290344827586207,39.97896551724138,3512.0027743372,6.3,4.72
Kochi,Kerala,2020-03,26.966129032258067,42.17451612903226,3502.740818618619,23.28,17.46
Kochi,Kerala,2020-04,29.188,45.428,3625.7690339783076,37.1,27.83
Kochi,Kerala,2020-05,30.718064516129033,51.45161290322581,3469.7779434722374,41.89,31.42
Kochi,Kerala,2020-06,31.426333333333332,66.392,3411.356068679248,44.05,33.04
Kochi,Kerala,2020-07,31.223548387096773,77.87709677419355,3462.682255034679,50.31,37.73
Kochi,Kerala,2020-08,30.039677419354838,72.15838709677419,3535.8525208882875,38.82,29.11
Kochi,Kerala,2020-09,27.508,62.495666666666665,3526.568071048484,21.83,16.38
Kochi,Kerala,2020-10,25.528387096774193,50.70322580645161,3433.0751689721337,11.74,8.81
Kochi,Kerala,2020-11,24.088666666666665,44.932,3473.3550381012633,6.98,5.24
Kochi,Kerala,2020-12,23.677,43.00266666666666,3535.490348001278,9.96,7.47
Kolkata,West Bengal,2019-01,23.679032258064513,45.4441935483871,8861.97413918475,17.67,13.25
Kolkata,West Bengal,2019-02,24.360357142857143,37.855357142857144,8447.732173225213,17.88,13.41
Kolkata,West Bengal,2019-03,26.39483870967742,44.26451612903226,9018.007357584629,28.36,21.27
Kolkata,West Bengal,2019-04,28.303,43.523,9050.753720517123,38.73,29.05
Kolkata,West Bengal,2019-05,30.406774193548387,47.14290322580646,9217.537725148308,49.84,37.38
Kolkata,West Bengal,2019-06,31.082666666666668,63.861999999999995,8775.244286264962,56.35,42.26
Kolkata,West Bengal,2019-07,30.261935483870968,76.02645161290323,9068.431464598181,48.28,36.21
Kolkata,West Bengal,2019-08,29.161612903225805,72.18580645161289,8892.869036804817,44.75,33.56
Kolkata,West Bengal,2019-09,27.054666666666666,63.164,9256.510946850844,29.88,22.41
Kolkata,West Bengal,2019-10,25.190322580645162,49.244193548387095,8820.991133922324,21.34,16.01
Kolkata,West Bengal,2019-11,24.080333333333332,43.94233333333333,8911.418605043518,18.81,14.11
Kolkata,West Bengal,2019-12,22.81,47.115483870967736,9171.57929008557,14.29,10.72
Kolkata,West Bengal,2020-01,22.740645161290324,43.872903225806446,9143.808464212689,16.3,12.23
Kolkata,West Bengal,2020-02,24.100344827586206,44.47689655172414,8935.426177598581,17.12,12.84
Kolkata,West Bengal,2020-03,26.596774193548388,43.38387096774194,9113.329259304419,28.38,21.28
Kolkata,West Bengal,2020-04,28.818666666666665,47.45366666666667,9301.266048536532,42.56,31.92
Kolkata,West Bengal,2020-05,30.15967741935484,48.96967741935484,9130.4363482441,51.38,38.54
Kolkata,West Bengal,2020-06,30.354666666666667,63.169666666666664,9142.009290569016,54.17,40.63
Kolkata,West Bengal,2020-07,30.57225806451613,77.62096774193549,8661.278280714589,53.08,39.81
Kolkata,West Bengal,2020-08,28.976774193548387,71.7258064516129,9326.721104196087,43.6,32.7
Kolkata,West Bengal,2020-09,26.890666666666668,61.98133333333333,9173.474915513745,29.03,21.77
Kolkata,West Bengal,2020-10,25.048387096774192,50.29677419354839,9336.33778294347,22.57,16.92
Kolkata,West Bengal,2020-11,23.994666666666667,42.977,8949.78542359616,19.83,14.87
Kolkata,West Bengal,2020-12,22.445666666666668,44.802,9382.413486320094,19.14,14.36
Lucknow,Uttar Pradesh,2019-01,23.427419354838708,45.993870967741934,3488.0554994787035,8.73,6.55
Lucknow,Uttar Pradesh,2019-02,23.918928571428573,40.93214285714286,3364.536619747402,11.28,8.46
Lucknow,Uttar Pradesh,2019-03,25.962580645161292,44.92741935483871,3442.8762434495547,10.45,7.84
Lucknow,Uttar Pradesh,2019-04,27.47533333333333,41.768,3477.8437756481285,21.52,16.14
Lucknow,Uttar Pradesh,2019-05,29.658709677419353,45.696774193548386,3572.0594171726148,36.77,27.58
Lucknow,Uttar Pradesh,2019-06,30.172666666666665,60.438,3460.370342390142,44.38,33.29
Lucknow,Uttar Pradesh,2019-07,30.36483870967742,74.80580645161291,3487.30393356457,37.83,28.37
Lucknow,Uttar Pradesh,2019-08,28.706774193548387,73.44967741935484,3533.796398227347,29.13,21.85
Lucknow,Uttar Pradesh,2019-09,26.719333333333335,62.812666666666665,3545.00513764449,19.63,14.72
Lucknow,Uttar Pradesh,2019-10,24.738064516129032,46.21387096774193,3486.2646147676946,11.12,8.34
Lucknow,Uttar Pradesh,2019-11,23.589,43.31066666666666,3404.096730098157,3.01,2.26
Lucknow,Uttar Pradesh,2019-12,22.299677419354836,44.399354838709684,3491.705432431833,5.73,4.3
Lucknow,Uttar Pradesh,2020-01,22.89,45.51129032258064,3427.26107976822,6.99,5.24
Lucknow,Uttar Pradesh,2020-02,24.343793103448277,42.03655172413793,3360.0258835168866,4.96,3.72
Lucknow,Uttar Pradesh,2020-03,26.59225806451613,44.45967741935484,3437.4352031884473,15.43,11.57
Lucknow,Uttar Pradesh,2020-04,28.172666666666665,46.900333333333336,3425.451344851713,30.76,23.07
Lucknow,Uttar Pradesh,2020-05,29.79,48.75322580645161,3506.0193458142217,36.67,27.5
Lucknow,Uttar Pradesh,2020-06,30.543,66.31933333333333,3428.09794281688,42.75,32.06
Lucknow,Uttar Pradesh,2020-07,29.779354838709676,72.93806451612903,3632.520347547307,36.51,27.39
Lucknow,Uttar Pradesh,2020-08,28.859032258064516,73.66935483870968,3569.9368676790045,32.43,24.32
Lucknow,Uttar Pradesh,2020-09,26.865666666666666,60.382333333333335,3497.884625032102,17.34,13.01
Lucknow,Uttar Pradesh,2020-10,24.898387096774194,47.803548387096775,3505.735443492752,10.52,7.89
Lucknow,Uttar Pradesh,2020-11,23.170333333333335,41.576,3548.719033851837,13.73,10.3
Lucknow,Uttar Pradesh,2020-12,22.814666666666668,43.396,3499.7045785149844,6.28,4.71
Mumbai,Maharashtra,2019-01,23.419032258064515,43.91483870967742,8924.874330428966,21.7,16.27
Mumbai,Maharashtra,2019-02,24.301428571428573,43.24392857142857,9130.117494931506,16.81,12.61
Mumbai,Maharashtra,2019-03,26.87258064516129,42.215806451612906,8961.589764780292,33.88,25.41
Mumbai,Maharashtra,2019-04,28.370333333333335,42.53966666666667,9120.494944513284,38.05,28.54
Mumbai,Maharashtra,2019-05,30.43,47.54064516129032,9104.055501675723,53.15,39.86
Mumbai,Maharashtra,2019-06,31.205333333333332,61.52166666666667,9007.481510712503,57.35,43.02
Mumbai,Maharashtra,2019-07,30.28774193548387,76.01,9174.73544511105,53.89,40.42
Mumbai,Maharashtra,2019-08,29.738709677419354,71.34806451612903,9134.452602110428,47.75,35.81
Mumbai,Maharashtra,2019-09,27.057000000000002,62.458,8961.206450046748,28.71,21.54
Mumbai,Maharashtra,2019-10,25.09741935483871,49.51709677419355,8947.065686867121,17.19,12.89
Mumbai,Maharashtra,2019-11,24.137333333333334,44.674,8899.271404927107,20.37,15.28
Mumbai,Maharashtra,2019-12,22.916451612903224,42.156451612903226,9053.308456191782,14.86,11.14
Mumbai,Maharashtra,2020-01,23.304516129032258,43.54709677419355,8846.327614473923,15.63,11.72
Mumbai,Maharashtra,2020-02,24.933103448275862,46.329655172413794,8910.06894170006,19.11,14.33
Mumbai,Maharashtra,2020-03,26.718387096774194,44.001612903225805,8991.514798233069,27.37,20.53
Mumbai,Maharashtra,2020-04,28.87,46.54333333333333,9235.85404453025,41.61,31.21
Mumbai,Maharashtra,2020-05,30.449677419354842,47.990645161290324,8625.35839891505,51.61,38.71
Mumbai,Maharashtra,2020-06,30.586333333333336,64.51466666666667,9011.879928196193,51.35,38.51
Mumbai,Maharashtra,2020-07,30.83451612903226,73.72806451612904,9011.567720219264,57.23,42.92
Mumbai,Maharashtra,2020-08,29.173870967741934,74.42483870967742,8850.905388705067,43.69,32.77
Mumbai,Maharashtra,2020-09,27.19633333333333,60.038333333333334,9174.023629463258,33.75,25.31
Mumbai,Maharashtra,2020-10,25.330645161290324,48.37645161290323,9087.795910166162,21.87,16.4
Mumbai,Maharashtra,2020-11,24.069000000000003,41.52833333333333,8790.305290595597,17.79,13.34
Mumbai,Maharashtra,2020-12,23.107666666666667,42.258,9211.063773200602,17.56,13.17
Nagpur,Maharashtra,2019-01,23.93548387096774,43.847419354838706,803.0295719799373,1.0,0.75
Nagpur,Maharashtra,2019-02,25.860000000000003,43.57857142857143,818.8411973985583,5.85,4.39
Nagpur,Maharashtra,2019-03,27.523870967741935,44.50483870967742,793.8926536067621,15.35,11.51
Nagpur,Maharashtra,2019-04,28.855999999999998,43.967999999999996,803.5704250183547,25.75,19.31
Nagpur,Maharashtra,2019-05,30.924193548387095,48.92,811.2934544710786,38.87,29.16
Nagpur,Maharashtra,2019-06,30.984333333333332,61.78633333333333,806.8610388003393,38.43,28.82
Nagpur,Maharashtra,2019-07,31.128387096774194,75.63709677419355,793.9850133268617,41.83,31.38
Nagpur,Maharashtra,2019-08,29.95935483870968,73.21451612903226,800.5061043379875,30.98,23.24
Nagpur,Maharashtra,2019-09,27.757,61.754666666666665,795.5995790681567,16.47,12.35
Nagpur,Maharashtra,2019-10,25.73225806451613,47.08032258064516,780.4585903432826,8.29,6.22
Nagpur,Maharashtra,2019-11,24.37633333333333,45.972,818.5833761305878,4.68,3.51
Nagpur,Maharashtra,2019-12,23.320645161290326,42.77322580645161,804.4713021365363,2.28,1.71
Nagpur,Maharashtra,2020-01,24.42838709677419,43.36354838709677,765.1102932304632,1.38,1.03
Nagpur,Maharashtra,2020-02,25.08586206896552,41.69068965517241,779.0276208874964,4.69,3.52
Nagpur,Maharashtra,2020-03,26.83483870967742,42.54709677419355,800.4824885748643,17.42,13.07
Nagpur,Maharashtra,2020-04,28.641000000000002,46.358333333333334,814.2809637204317,20.83,15.62
Nagpur,Maharashtra,2020-05,30.4741935483871,45.54129032258064,806.2166768100005,36.07,27.05
Nagpur,Maharashtra,2020-06,31.351999999999997,65.52066666666666,821.3826345630221,37.27,27.96
Nagpur,Maharashtra,2020-07,31.315483870967743,76.61806451612902,792.0522138304905,40.02,30.02
Nagpur,Maharashtra,2020-08,29.33709677419355,73.3458064516129,822.4137906431023,27.87,20.9
Nagpur,Maharashtra,2020-09,27.561,59.352666666666664,821.4985875473284,17.98,13.49
Nagpur,Maharashtra,2020-10,25.807419354838707,47.32258064516129,815.2127388509032,8.31,6.23
Nagpur,Maharashtra,2020-11,24.049666666666667,45.147000000000006,770.8034337077188,3.02,2.26
Nagpur,Maharashtra,2020-12,23.345333333333333,45.301,815.4188300034165,1.0,0.75
Patna,Bihar,2019-01,22.100967741935484,44.27225806451613,3459.122025422056,6.83,5.12
Patna,Bihar,2019-02,23.739285714285717,43.973571428571425,3510.8034637154087,9.07,6.8
Patna,Bihar,2019-03,25.194193548387098,43.57967741935484,3542.6409216109873,10.36,7.77
Patna,Bihar,2019-04,27.184666666666665,44.606,3510.6899831328037,18.24,13.68
Patna,Bihar,2019-05,28.898064516129033,46.953870967741935,3442.186895320932,26.92,20.19
Patna,Bihar,2019-06,30.579,61.86533333333333,3478.600035115171,38.76,29.07
Patna,Bihar,2019-07,29.718387096774194,75.59806451612903,3481.1664705774897,36.04,27.03
Patna,Bihar,2019-08,28.591290322580647,73.54032258064517,3464.6240977132825,26.76,20.07
Patna,Bihar,2019-09,26.23933333333333,59.882666666666665,3450.1772644066878,13.95,10.46
Patna,Bihar,2019-10,24.42774193548387,47.91967741935484,3422.627572587161,9.34,7.01
Patna,Bihar,2019-11,22.178,41.61866666666666,3411.0903334879767,3.17,2.38
Patna,Bihar,2019-12,22.645806451612902,45.276774193548384,3499.361552133847,8.61,6.46
Patna,Bihar,2020-01,22.378064516129033,44.17322580645161,3465.92612040717,7.5,5.63
Patna,Bihar,2020-02,23.812413793103445,40.77448275862069,3543.3819770237033,6.36,4.77
Patna,Bihar,2020-03,25.616129032258065,42.07645161290322,3506.2331195882384,8.74,6.56
Patna,Bihar,2020-04,27.772666666666666,43.10733333333334,3596.920217294878,23.21,17.41
Patna,Bihar,2020-05,29.2041935483871,49.1641935483871,3428.3421788109317,33.36,25.02
Patna,Bihar,2020-06,30.046666666666667,63.86300000000001,3530.848261607833,34.36,25.77
Patna,Bihar,2020-07,29.460967741935484,78.43064516129031,3412.9910437896656,33.59,25.19
Patna,Bihar,2020-08,28.066129032258065,73.0725806451613,3592.463293965102,25.38,19.04
Patna,Bihar,2020-09,26.153666666666666,62.884,3461.9795849747234,9.61,7.21
Patna,Bihar,2020-10,24.2558064516129,49.8416129032258,3489.7325195861094,5.13,3.85
Patna,Bihar,2020-11,22.343666666666664,43.56933333333333,3433.81406338461,7.68,5.76
Patna,Bihar,2020-12,22.329666666666665,44.327666666666666,3487.678449657808,6.09,4.56
Pune,Maharashtra,2019-01,21.126451612903224,46.289032258064516,3439.477021735561,9.85,7.39
Pune,Maharashtra,2019-02,22.0275,42.362857142857145,3510.2402796379974,9.71,7.28
Pune,Maharashtra,2019-03,24.04064516129032,46.78354838709677,3531.914877338015,4.29,3.22
Pune,Maharashtra,2019-04,26.508666666666667,46.47933333333334,3501.8587782289455,13.36,10.02
Pune,Maharashtra,2019-05,28.063870967741938,49.0516129032258,3519.9078026642037,27.19,20.39
Pune,Maharashtra,2019-06,28.773666666666667,62.12766666666666,3512.990062034027,30.1,22.57
Pune,Maharashtra,2019-07,27.97483870967742,75.65354838709678,3437.7348129692214,26.41,19.81
Pune,Maharashtra,2019-08,26.70935483870968,74.83225806451614,3476.1833903493402,18.97,14.23
Pune,Maharashtra,2019-09,24.7,62.23833333333334,3417.0824884380554,9.04,6.78
Pune,Maharashtra,2019-10,23.092903225806452,47.82096774193548,3464.284978227863,5.13,3.84
Pune,Maharashtra,2019-11,21.375666666666667,43.91733333333333,3461.492951973912,8.27,6.21
Pune,Maharashtra,2019-12,20.978387096774195,43.26516129032258,3431.498317696581,10.43,7.83
Pune,Maharashtra,2020-01,20.94677419354839,45.673870967741934,3591.8154614915316,5.19,3.89
Pune,Maharashtra,2020-02,22.279655172413793,43.174827586206895,3474.1371205408213,10.23,7.67
Pune,Maharashtra,2020-03,23.785806451612903,44.84548387096774,3504.6597689582127,6.39,4.79
Pune,Maharashtra,2020-04,26.351333333333333,43.25333333333333,3506.491016684119,16.59,12.44
Pune,Maharashtra,2020-05,27.88225806451613,47.089999999999996,3453.318228228628,23.09,17.32
Pune,Maharashtra,2020-06,28.701,64.331,3525.7927484874967,27.48,20.61
Pune,Maharashtra,2020-07,27.86193548387097,76.46967741935484,3536.7505755995994,26.64,19.98
Pune,Maharashtra,2020-08,26.638709677419353,71.25,3514.02134739295,15.16,11.37
Pune,Maharashtra,2020-09,24.884999999999998,62.906333333333336,3425.0477246774403,9.88,7.41
Pune,Maharashtra,2020-10,22.96483870967742,48.82258064516129,3483.581789494195,6.1,4.58
Pune,Maharashtra,2020-11,21.26966666666667,44.62966666666667,3538.186067893012,10.99,8.25
Pune,Maharashtra,2020-12,20.563333333333333,44.07166666666667,3377.304643461944,5.66,4.25
Raipur,Chhattisgarh,2019-01,21.98,46.34129032258064,786.5923175037171,1.0,0.75
Raipur,Chhattisgarh,2019-02,23.180714285714284,43.309285714285714,795.7551699774464,4.46,3.34
Raipur,Chhattisgarh,2019-03,25.223870967741934,46.494516129032256,790.6579325698224,4.64,3.48
Raipur,Chhattisgarh,2019-04,27.944666666666667,46.41,789.2045939947915,17.83,13.37
Raipur,Chhattisgarh,2019-05,28.884516129032257,47.44064516129033,789.6791517532683,26.48,19.86
Raipur,Chhattisgarh,2019-06,29.829333333333334,62.99033333333333,800.4931300571476,32.31,24.24
Raipur,Chhattisgarh,2019-07,29.783870967741933,75.58645161290322,780.7805942789543,31.02,23.27
Raipur,Chhattisgarh,2019-08,28.59483870967742,72.42870967741935,784.1818563959455,21.89,16.42
Raipur,Chhattisgarh,2019-09,26.400333333333332,59.35066666666667,791.8381374404692,11.07,8.3
Raipur,Chhattisgarh,2019-10,23.91548387096774,49.35548387096774,792.7949391357056,3.31,2.48
Raipur,Chhattisgarh,2019-11,22.83,41.615,812.6340818385131,1.56,1.17
Raipur,Chhattisgarh,2019-12,22.220322580645163,42.465161290322584,819.3254382901248,4.88,3.66
Raipur,Chhattisgarh,2020-01,22.68516129032258,47.70129032258065,814.2591770279943,1.0,0.75
Raipur,Chhattisgarh,2020-02,24.098620689655174,42.080689655172414,790.5574238945384,1.0,0.75
Raipur,Chhattisgarh,2020-03,25.52548387096774,44.649677419354845,821.6311205713853,8.55,6.41
Raipur,Chhattisgarh,2020-04,28.095666666666666,43.39633333333334,770.9029273564541,22.95,17.21
Raipur,Chhattisgarh,2020-05,29.733548387096775,49.95935483870968,800.2019332308215,30.53,22.9
Raipur,Chhattisgarh,2020-06,29.858999999999998,63.660333333333334,794.327989099448,34.09,25.57
Raipur,Chhattisgarh,2020-07,30.050645161290323,77.13290322580644,797.4550007999393,29.64,22.23
Raipur,Chhattisgarh,2020-08,28.551935483870967,72.98935483870967,804.2558782422115,23.82,17.86
Raipur,Chhattisgarh,2020-09,26.404666666666667,63.05866666666667,795.4129784264799,10.16,7.62
Raipur,Chhattisgarh,2020-10,24.36064516129032,50.39,795.5470701494437,1.31,0.99
Raipur,Chhattisgarh,2020-11,22.490000000000002,44.92633333333333,802.1263244659948,4.71,3.53
Raipur,Chhattisgarh,2020-12,21.962333333333333,43.18933333333334,789.9430085893687,2.21,1.65
Ranchi,Jharkhand,2019-01,20.534193548387094,44.45290322580645,809.2750573104337,1.0,0.75
Ranchi,Jharkhand,2019-02,21.83535714285714,42.0725,794.3311937748156,2.61,1.96
Ranchi,Jharkhand,2019-03,23.662258064516127,42.04354838709677,813.4025676519727,5.58,4.19
Ranchi,Jharkhand,2019-04,25.74566666666667,44.33433333333333,785.4439000674864,4.0,3.0
Ranchi,Jharkhand,2019-05,27.36935483870968,48.450967741935486,811.4533977534895,12.48,9.36
Ranchi,Jharkhand,2019-06,27.551666666666666,63.544999999999995,805.0354503964195,15.62,11.71
Ranchi,Jharkhand,2019-07,28.00548387096774,78.03,773.4497035071821,16.52,12.39
Ranchi,Jharkhand,2019-08,26.74516129032258,72.10096774193549,784.8717410980711,12.29,9.21
Ranchi,Jharkhand,2019-09,23.984333333333332,61.527,797.2520381455194,1.45,1.08
Ranchi,Jharkhand,2019-10,22.191290322580645,46.358064516129026,793.7118924970795,4.8,3.6
Ranchi,Jharkhand,2019-11,20.755999999999997,42.62866666666666,801.9870166851595,6.18,4.64
Ranchi,Jharkhand,2019-12,20.217741935483872,42.02935483870968,815.8931410477247,1.0,0.75
Ranchi,Jharkhand,2020-01,20.458064516129035,47.00258064516129,807.1480557599438,4.03,3.02
Ranchi,Jharkhand,2020-02,21.82586206896552,44.293103448275865,804.8372006390651,2.67,2.01
Ranchi,Jharkhand,2020-03,23.69,46.33129032258064,803.6358646373573,1.63,1.22
Ranchi,Jharkhand,2020-04,25.732000000000003,45.47633333333333,819.4907037717853,9.73,7.3
